Site,full_spp,Treatment,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
PAR,Goupia_glabra,N,Vcmax,NA,54.89066667,NA,10.58520979,NA,6.111373723,NA,3
PAR,Inga_jenmani,N,Vcmax,NA,28.46366667,NA,10.79074443,NA,6.230039201,NA,3
PAR,Lecythis_idatimon,N,Vcmax,NA,14.42666667,NA,1.345588471,NA,0.776875866,NA,3
PAR,Moronobea_coccinea,N,Vcmax,NA,25.72833333,NA,11.7617878,NA,6.790671354,NA,3
PAR,Oxandra_asbeckii,N,Vcmax,NA,20.579,NA,6.287593498,NA,4.446,NA,2
PAR,Sterculia_pruriens,N,Vcmax,NA,28.77066667,NA,5.973031754,NA,3.448531491,NA,3
PAR,Tetragastris_panamensis,N,Vcmax,NA,16.40966667,NA,3.407843062,NA,1.967519109,NA,3
PAR,NA,N,Vcmax,NA,14.49,NA,0.445767877,NA,0.257364204,NA,3
PAR,Chrysophyllum_pomiferum,P,Vcmax,NA,22.49066667,NA,5.967626105,NA,3.445410538,NA,3
PAR,Dicorynia_guianensis,P,Vcmax,NA,29.02466667,NA,2.759937741,NA,1.593450798,NA,3
PAR,Dipteryx_odorata,P,Vcmax,NA,16.874,NA,6.06905561,NA,3.50397089,NA,3
PAR,Hebepetalum_humiriifolia,P,Vcmax,NA,21.13366667,NA,6.766887936,NA,3.906864571,NA,3
PAR,Hirtella_glandulosa,P,Vcmax,NA,29.379,NA,13.35281498,NA,7.709251326,NA,3
PAR,Iryanthera_sagotiana,P,Vcmax,NA,28.59333333,NA,0.471483121,NA,0.272210907,NA,3
PAR,Vouacapoua_americana,P,Vcmax,NA,16.365,NA,3.169096559,NA,1.829678751,NA,3
PAR,anacardium_spruceanum,P,Vcmax,NA,20.99,NA,3.357342997,NA,2.374,NA,2
PAR,NA,P,Vcmax,NA,19.57166667,NA,12.97863676,NA,4.326212255,NA,9
PAR,Catostemma_fragrans,NP,Vcmax,NA,36.649,NA,4.585039585,NA,2.647173839,NA,3
PAR,Dicorynia_guianensis,NP,Vcmax,NA,28.76733333,NA,10.11134315,NA,5.837786691,NA,3
PAR,Dipteryx_odorata,NP,Vcmax,NA,8.139,NA,3.056194366,NA,1.76449464,NA,3
PAR,Eschweilera_sagotiana,NP,Vcmax,NA,33.34933333,NA,7.366231488,NA,4.252895732,NA,3
PAR,Gustavia_hexapetala,NP,Vcmax,NA,17.21533333,NA,4.451117425,NA,2.569853844,NA,3
PAR,Sterculia_pruriens,NP,Vcmax,NA,10.579,NA,7.329868894,NA,5.183,NA,2
PAR,Thyrsodium_guianense,NP,Vcmax,NA,13.236,NA,0.366281313,NA,0.259,NA,2
PAR,Vouacapoua_americana,NP,Vcmax,NA,27.02616667,NA,5.679631235,NA,2.318699742,NA,6
PAR,NA,NP,Vcmax,NA,9.903,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,Jmax,64.61366667,NA,6.30056516,NA,3.637632991,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Jmax,55.40066667,NA,11.1687794,NA,6.448297794,NA,3,NA
PAR,Drypetes_variabilis,N,Jmax,52.26266667,53.56133333,5.657762927,5.832475489,3.266510949,3.367381294,3,3
PAR,Eperua_falcata,N,Jmax,61.9235,23.209,18.95428169,NA,5.993870156,NA,10,1
PAR,Eperua_falcata,NP,Jmax,61.9235,31.6786,18.95428169,3.552643143,5.993870156,1.588790313,10,5
PAR,Eperua_grandiflora,N,Jmax,57.5885,45.905,14.43841337,NA,10.2095,NA,2,1
PAR,Eperua_grandiflora,P,Jmax,57.5885,38.22,14.43841337,3.654176241,10.2095,2.109739636,2,3
PAR,Eperua_grandiflora,NP,Jmax,57.5885,50.17525,14.43841337,15.42866078,10.2095,7.714330392,2,4
PAR,Licania_alba,P,Jmax,46.768,74.84766667,9.116242866,17.17474434,5.263265273,7.011560015,3,6
PAR,Lueheopsis_rugosa,NA,Jmax,74.55766667,NA,16.37705878,NA,9.455299296,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Jmax,53.269,NA,3.722499563,NA,2.149186125,NA,3,NA
PAR,Symphonia_globulifera,NA,Jmax,55.33466667,NA,3.118547792,NA,1.800494407,NA,3,NA
PAR,Tapura_capitulifera,NA,Jmax,48.26583333,NA,13.50500455,NA,5.513395018,NA,6,NA
PAR,Carapa_surinamensis,N,Jmax,NA,92.19333333,NA,19.12721209,NA,11.04310105,NA,3
PAR,Couepia_guianensis,N,Jmax,NA,31.679,NA,2.737523151,NA,1.580509728,NA,3
PAR,Eschweilera_sagotiana,N,Jmax,NA,56.37333333,NA,14.48500136,NA,8.362919433,NA,3
PAR,Goupia_glabra,N,Jmax,NA,82.23033333,NA,10.48660223,NA,6.05444262,NA,3
PAR,Inga_jenmani,N,Jmax,NA,81.873,NA,20.47496742,NA,11.82122795,NA,3
PAR,Lecythis_idatimon,N,Jmax,NA,42.379,NA,3.925743114,NA,2.266528844,NA,3
PAR,Moronobea_coccinea,N,Jmax,NA,71.53933333,NA,30.66129497,NA,17.70230691,NA,3
PAR,Oxandra_asbeckii,N,Jmax,NA,46.228,NA,5.137837872,NA,3.633,NA,2
PAR,Sterculia_pruriens,N,Jmax,NA,97.55166667,NA,3.710017969,NA,2.141979873,NA,3
PAR,Tetragastris_panamensis,N,Jmax,NA,47.18,NA,6.545205803,NA,3.778876332,NA,3
PAR,NA,N,Jmax,NA,34.923,NA,0.841151592,NA,0.485639098,NA,3
PAR,Chrysophyllum_pomiferum,P,Jmax,NA,56.28966667,NA,12.98509924,NA,7.496950543,NA,3
PAR,Dicorynia_guianensis,P,Jmax,NA,81.08166667,NA,2.375429295,NA,1.371454743,NA,3
PAR,Dipteryx_odorata,P,Jmax,NA,48.52133333,NA,8.292817213,NA,4.78786025,NA,3
PAR,Hebepetalum_humiriifolia,P,Jmax,NA,59.58766667,NA,11.75482166,NA,6.786649452,NA,3
PAR,Hirtella_glandulosa,P,Jmax,NA,63.80266667,NA,6.339636609,NA,3.660190903,NA,3
PAR,Iryanthera_sagotiana,P,Jmax,NA,71.73633333,NA,2.912383445,NA,1.681465366,NA,3
PAR,Vouacapoua_americana,P,Jmax,NA,37.24933333,NA,4.020520655,NA,2.321248682,NA,3
PAR,anacardium_spruceanum,P,Jmax,NA,55.5345,NA,3.339665328,NA,2.3615,NA,2
PAR,NA,P,Jmax,NA,53.36311111,NA,30.22986829,NA,10.07662276,NA,9
PAR,Catostemma_fragrans,NP,Jmax,NA,69.10733333,NA,13.26347531,NA,7.657671041,NA,3
PAR,Dicorynia_guianensis,NP,Jmax,NA,82.56433333,NA,29.68747481,NA,17.14007157,NA,3
PAR,Dipteryx_odorata,NP,Jmax,NA,28.44866667,NA,4.277678147,NA,2.46971863,NA,3
PAR,Eschweilera_sagotiana,NP,Jmax,NA,79.45066667,NA,13.1402698,NA,7.586538304,NA,3
PAR,Gustavia_hexapetala,NP,Jmax,NA,52.21466667,NA,4.335362653,NA,2.503022795,NA,3
PAR,Sterculia_pruriens,NP,Jmax,NA,40.107,NA,10.77630735,NA,7.62,NA,2
PAR,Thyrsodium_guianense,NP,Jmax,NA,42.068,NA,1.641901946,NA,1.161,NA,2
PAR,Vouacapoua_americana,NP,Jmax,NA,61.171,NA,3.153766256,NA,1.287519683,NA,6
PAR,NA,NP,Jmax,NA,45.362,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,TPU,4.823,NA,0.506145236,NA,0.292223088,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,TPU,5.478,NA,NA,NA,NA,NA,1,NA
PAR,Drypetes_variabilis,N,TPU,NA,NA,NA,NA,NA,NA,0,0
PAR,Eperua_falcata,N,TPU,6.1205,NA,1.122178462,NA,0.7935,NA,2,0
PAR,Eperua_falcata,NP,TPU,6.1205,NA,1.122178462,NA,0.7935,NA,2,0
PAR,Eperua_grandiflora,N,TPU,NA,NA,NA,NA,NA,NA,0,0
PAR,Eperua_grandiflora,P,TPU,NA,NA,NA,NA,NA,NA,0,0
PAR,Eperua_grandiflora,NP,TPU,NA,NA,NA,NA,NA,NA,0,0
PAR,Licania_alba,P,TPU,3.82,6.1578,0.83572663,1.208460881,0.482506995,0.540440135,3,5
PAR,Lueheopsis_rugosa,NA,TPU,5.980333333,NA,1.203894237,NA,0.695068662,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,TPU,NA,NA,NA,NA,NA,NA,0,NA
PAR,Symphonia_globulifera,NA,TPU,4.502,NA,NA,NA,NA,NA,1,NA
PAR,Tapura_capitulifera,NA,TPU,5.224,NA,NA,NA,NA,NA,1,NA
PAR,Carapa_surinamensis,N,TPU,NA,8.481,NA,NA,NA,NA,NA,1
PAR,Couepia_guianensis,N,TPU,NA,2.752,NA,NA,NA,NA,NA,1
PAR,Eschweilera_sagotiana,N,TPU,NA,6.062,NA,NA,NA,NA,NA,1
PAR,Goupia_glabra,N,TPU,NA,6.303333333,NA,0.670362091,NA,0.387033734,NA,3
PAR,Inga_jenmani,N,TPU,NA,6.7095,NA,1.902824348,NA,1.3455,NA,2
PAR,Lecythis_idatimon,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Moronobea_coccinea,N,TPU,NA,7.506,NA,NA,NA,NA,NA,1
PAR,Oxandra_asbeckii,N,TPU,NA,4.005,NA,NA,NA,NA,NA,1
PAR,Sterculia_pruriens,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Tetragastris_panamensis,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,NA,N,TPU,NA,3.058,NA,0.001414214,NA,0.001,NA,2
PAR,Chrysophyllum_pomiferum,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Dicorynia_guianensis,P,TPU,NA,6.4765,NA,0.048790368,NA,0.0345,NA,2
PAR,Dipteryx_odorata,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Hebepetalum_humiriifolia,P,TPU,NA,5.33,NA,0.685893578,NA,0.485,NA,2
PAR,Hirtella_glandulosa,P,TPU,NA,5.425,NA,0.504874242,NA,0.357,NA,2
PAR,Iryanthera_sagotiana,P,TPU,NA,5.757,NA,0.213546248,NA,0.151,NA,2
PAR,Vouacapoua_americana,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,anacardium_spruceanum,P,TPU,NA,4.833,NA,NA,NA,NA,NA,1
PAR,NA,P,TPU,NA,4.637,NA,0.38890873,NA,0.275,NA,2
PAR,Catostemma_fragrans,NP,TPU,NA,6.717,NA,NA,NA,NA,NA,1
PAR,Dicorynia_guianensis,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Dipteryx_odorata,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Eschweilera_sagotiana,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Gustavia_hexapetala,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Sterculia_pruriens,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Thyrsodium_guianense,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Vouacapoua_americana,NP,TPU,NA,4.8915,NA,0.055861436,NA,0.0395,NA,2
PAR,NA,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
PAR,Brosimum_rubescens,NA,Rd,0.742,NA,0,NA,0,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,Rd,1.229,NA,0,NA,0,NA,3,NA
PAR,Drypetes_variabilis,N,Rd,1.423,0.67,0,0,0,0,3,3
PAR,Eperua_falcata,N,Rd,1.322363636,0.62,0.397741945,NA,0.119923709,NA,11,1
PAR,Eperua_falcata,NP,Rd,1.322363636,0.8814,0.397741945,0.026838405,0.119923709,0.0120025,11,5
PAR,Eperua_grandiflora,N,Rd,2.117,1.084,0,NA,0,NA,3,1
PAR,Eperua_grandiflora,P,Rd,2.117,1.166,0,0,0,0,3,3
PAR,Eperua_grandiflora,NP,Rd,2.117,0.697,0,0.356,0,0.178,3,4
PAR,Licania_alba,P,Rd,1.244,0.9705,0,0.056415423,0,0.0230315,3,6
PAR,Lueheopsis_rugosa,NA,Rd,1.181,NA,0,NA,0,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,Rd,1.019,NA,0,NA,0,NA,3,NA
PAR,Symphonia_globulifera,NA,Rd,0.582,NA,0,NA,0,NA,3,NA
PAR,Tapura_capitulifera,NA,Rd,1.412,NA,0.442559826,NA,0.180674293,NA,6,NA
PAR,Carapa_surinamensis,N,Rd,NA,2.294,NA,0,NA,0,NA,3
PAR,Couepia_guianensis,N,Rd,NA,0.596,NA,0,NA,0,NA,3
PAR,Eschweilera_sagotiana,N,Rd,NA,0.92,NA,0,NA,0,NA,3
PAR,Goupia_glabra,N,Rd,NA,0.831,NA,0,NA,0,NA,3
PAR,Inga_jenmani,N,Rd,NA,1.346,NA,0,NA,0,NA,3
PAR,Lecythis_idatimon,N,Rd,NA,1.224,NA,0,NA,0,NA,3
PAR,Moronobea_coccinea,N,Rd,NA,1.399,NA,0,NA,0,NA,3
PAR,Oxandra_asbeckii,N,Rd,NA,0.793,NA,0,NA,0,NA,2
PAR,Sterculia_pruriens,N,Rd,NA,2.091,NA,0,NA,0,NA,3
PAR,Tetragastris_panamensis,N,Rd,NA,1.174,NA,0,NA,0,NA,3
PAR,NA,N,Rd,NA,0.513,NA,0,NA,0,NA,3
PAR,Chrysophyllum_pomiferum,P,Rd,NA,0.654,NA,0,NA,0,NA,3
PAR,Dicorynia_guianensis,P,Rd,NA,1.199,NA,0,NA,0,NA,3
PAR,Dipteryx_odorata,P,Rd,NA,0.809,NA,0,NA,0,NA,3
PAR,Hebepetalum_humiriifolia,P,Rd,NA,0.996,NA,0,NA,0,NA,3
PAR,Hirtella_glandulosa,P,Rd,NA,0.861,NA,0,NA,0,NA,3
PAR,Iryanthera_sagotiana,P,Rd,NA,1.323,NA,0,NA,0,NA,3
PAR,Vouacapoua_americana,P,Rd,NA,0.693,NA,0,NA,0,NA,3
PAR,anacardium_spruceanum,P,Rd,NA,0.925,NA,0,NA,0,NA,2
PAR,NA,P,Rd,NA,0.675666667,NA,0.151547847,NA,0.050515949,NA,9
PAR,Catostemma_fragrans,NP,Rd,NA,1.24,NA,0,NA,0,NA,3
PAR,Dicorynia_guianensis,NP,Rd,NA,2.041,NA,0,NA,0,NA,3
PAR,Dipteryx_odorata,NP,Rd,NA,1.233,NA,0,NA,0,NA,4
PAR,Eschweilera_sagotiana,NP,Rd,NA,1.277,NA,0,NA,0,NA,3
PAR,Gustavia_hexapetala,NP,Rd,NA,1.737,NA,0,NA,0,NA,3
PAR,Sterculia_pruriens,NP,Rd,NA,1.063,NA,0,NA,0,NA,2
PAR,Thyrsodium_guianense,NP,Rd,NA,1.52,NA,0,NA,0,NA,2
PAR,Vouacapoua_americana,NP,Rd,NA,0.905,NA,0.017527122,NA,0.007155418,NA,6
PAR,NA,NP,Rd,NA,2.018,NA,NA,NA,NA,NA,1
