Site,full_spp,Treatment,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
NOU,Capirona_decorticans,NA,leafnp,47.29929722,NA,2.30251684,NA,1.329358717,NA,3,NA
NOU,Chrysophyllum_sanguinolentum,NA,leafnp,29.06877129,NA,3.166453328,NA,1.828152681,NA,3,NA
NOU,Couepia_caryophylloides,NA,leafnp,33.79695581,NA,3.002671929,NA,1.733593446,NA,3,NA
NOU,Dicorynia_guianensis,N,leafnp,31.86727578,30.64938387,1.157400763,0.557484664,0.668225642,0.321863921,3,3
NOU,Dicorynia_guianensis,P,leafnp,31.86727578,26.28609452,1.157400763,0.887302847,0.668225642,0.512284538,3,3
NOU,Dicorynia_guianensis,NP,leafnp,31.86727578,25.49963642,1.157400763,1.505990421,0.668225642,0.869483975,3,3
NOU,Eperua_falcata,N,leafnp,22.82014991,18.73077405,2.778048971,1.627709062,1.603907321,0.939758265,3,3
NOU,Helicostylis_pedunculata,NA,leafnp,21.8898069,NA,6.93754174,NA,4.005391591,NA,3,NA
NOU,Lecythis_zabucajo,NA,leafnp,31.17046839,NA,0.785819414,NA,0.45369305,NA,3,NA
NOU,Licania_alba,N,leafnp,35.73706713,36.49380402,4.698851391,3.812643465,1.77599889,1.556505177,7,6
NOU,Licania_alba,P,leafnp,35.73706713,33.93026738,4.698851391,2.626130217,1.77599889,1.516196988,7,3
NOU,Licania_alba,NP,leafnp,35.73706713,35.10975434,4.698851391,4.50564033,1.77599889,1.839419962,7,6
NOU,Licania_densiflora,NA,leafnp,41.0680817,NA,2.709320782,NA,1.354660391,NA,4,NA
NOU,Paloue_guianensis,NA,leafnp,34.27477016,NA,1.19397051,NA,0.689339195,NA,3,NA
NOU,Pouteria_eugeniifolia,NA,leafnp,23.9954178,NA,0.286000404,NA,0.202232825,NA,2,NA
NOU,Pradosia_ptychandra,NA,leafnp,34.29416639,NA,0.474886856,NA,0.274176054,NA,3,NA
NOU,Protium_opacum,NA,leafnp,17.34000919,NA,1.930463188,NA,1.114553441,NA,3,NA
NOU,Sextonia_rubra,P,leafnp,24.3826729,22.70917479,0.864809762,1.106995571,0.499298149,0.639124191,3,3
NOU,Chrysophyllum_argenteum,N,leafnp,NA,30.72131023,NA,5.72590099,NA,3.305850478,NA,3
NOU,Eschweilera_coriacea,N,leafnp,NA,31.46521019,NA,3.59799102,NA,1.468873683,NA,6
NOU,Inga_nouragensis,N,leafnp,NA,41.15194193,NA,2.399926921,NA,1.385598454,NA,3
NOU,Lecythis_idatimon,N,leafnp,NA,33.73232498,NA,2.742469353,NA,1.583365419,NA,3
NOU,Osteophloeum_platyspermum,N,leafnp,NA,34.07541164,NA,0.424500002,NA,0.24508519,NA,3
NOU,Protium_decandrum,N,leafnp,NA,26.11672096,NA,1.154178367,NA,0.666365191,NA,3
NOU,Vouacapoua_americana,N,leafnp,NA,22.42006773,NA,2.724776648,NA,1.112385409,NA,6
NOU,hymenaea_courbaril,N,leafnp,NA,17.66796117,NA,NA,NA,NA,NA,1
NOU,Alexa_wachenheimii,P,leafnp,NA,13.48684037,NA,0.617347945,NA,0.356426002,NA,3
NOU,Brosimum_guianense,P,leafnp,NA,25.43131493,NA,2.254889051,NA,1.301860801,NA,3
NOU,Eugenia_cucullata,P,leafnp,NA,25.41521656,NA,9.299181689,NA,3.796375027,NA,6
NOU,Hirtella_bicornis,P,leafnp,NA,33.26574242,NA,2.123493644,NA,1.225999627,NA,3
NOU,Micropholis_venulosa,P,leafnp,NA,31.84255297,NA,2.834332346,NA,1.636402543,NA,3
NOU,Myrcia_splendens,P,leafnp,NA,33.59159337,NA,2.829705564,NA,1.633731269,NA,3
NOU,Pouteria_retinervis,P,leafnp,NA,14.82261436,NA,0.837295568,NA,0.483412822,NA,3
NOU,Vochysia_sabatieri,P,leafnp,NA,26.45640323,NA,2.228958101,NA,1.286889559,NA,3
NOU,Agonandra_silvatica,NP,leafnp,NA,16.78584435,NA,3.673755703,NA,2.121043844,NA,3
NOU,Aniba_rosaeodora,NP,leafnp,NA,26.72249521,NA,4.595341519,NA,2.653121663,NA,3
NOU,Chimarrhis_turbinata,NP,leafnp,NA,31.37039678,NA,1.670472399,NA,0.964447689,NA,3
NOU,Chrysophyllum_argenteum,NP,leafnp,NA,33.2268488,NA,3.322060656,NA,1.917992614,NA,3
NOU,Ferdinandusa_paraensis,NP,leafnp,NA,23.11966528,NA,1.014834641,NA,0.585915053,NA,3
NOU,Hirtella_bicornis,NP,leafnp,NA,28.90172691,NA,1.021418419,NA,0.589716199,NA,3
NOU,Lecythis_poiteaui,NP,leafnp,NA,11.84114578,NA,1.544382049,NA,1.092043019,NA,2
NOU,Sterculia_speciosa,NP,leafnp,NA,16.40252032,NA,2.457652705,NA,1.003332516,NA,6
NOU,Capirona_decorticans,NA,Vcmax,18.52266667,NA,2.004431175,NA,1.157258878,NA,3,NA
NOU,Chrysophyllum_sanguinolentum,NA,Vcmax,26.69533333,NA,3.726796524,NA,2.151666977,NA,3,NA
NOU,Couepia_caryophylloides,NA,Vcmax,33.98,NA,3.333401116,NA,1.924540032,NA,3,NA
NOU,Dicorynia_guianensis,N,Vcmax,36.998,25.012,2.439943442,3.908500864,1.408702003,2.256574026,3,3
NOU,Dicorynia_guianensis,P,Vcmax,36.998,27.13633333,2.439943442,4.348009008,1.408702003,2.510324171,3,3
NOU,Dicorynia_guianensis,NP,Vcmax,36.998,30.8995,2.439943442,4.062328458,1.408702003,2.8725,3,2
NOU,Eperua_falcata,N,Vcmax,11.785,3.99,2.64797602,2.165788771,1.528809668,1.25041873,3,3
NOU,Helicostylis_pedunculata,NA,Vcmax,NA,NA,NA,NA,NA,NA,0,NA
NOU,Lecythis_zabucajo,NA,Vcmax,33.812,NA,3.143602551,NA,1.814959779,NA,3,NA
NOU,Licania_alba,N,Vcmax,17.43828571,14.17916667,6.04943363,4.99067997,2.286470994,2.037436566,7,6
NOU,Licania_alba,P,Vcmax,17.43828571,34.46,6.04943363,4.645798855,2.286470994,2.682253219,7,3
NOU,Licania_alba,NP,Vcmax,17.43828571,26.10083333,6.04943363,17.38084444,2.286470994,7.095700028,7,6
NOU,Licania_densiflora,NA,Vcmax,18.5095,NA,5.584608461,NA,2.792304231,NA,4,NA
NOU,Paloue_guianensis,NA,Vcmax,44.59933333,NA,1.779771427,NA,1.027551513,NA,3,NA
NOU,Pouteria_eugeniifolia,NA,Vcmax,25.28133333,NA,5.582941907,NA,3.223313013,NA,3,NA
NOU,Pradosia_ptychandra,NA,Vcmax,23.514,NA,6.143031743,NA,3.546681031,NA,3,NA
NOU,Protium_opacum,NA,Vcmax,26.869,NA,2.249432595,NA,1.298710514,NA,3,NA
NOU,Sextonia_rubra,P,Vcmax,30.59333333,50.01833333,2.874300843,14.62016639,1.659478365,8.440957002,3,3
NOU,Chrysophyllum_argenteum,N,Vcmax,NA,14.92066667,NA,1.332132626,NA,0.76910713,NA,3
NOU,Eschweilera_coriacea,N,Vcmax,NA,13.368,NA,6.306443086,NA,2.574594609,NA,6
NOU,Inga_nouragensis,N,Vcmax,NA,16.03766667,NA,1.756561793,NA,1.014151424,NA,3
NOU,Lecythis_idatimon,N,Vcmax,NA,17.047,NA,2.812836824,NA,1.623992098,NA,3
NOU,Osteophloeum_platyspermum,N,Vcmax,NA,21.02166667,NA,1.530197809,NA,0.883460117,NA,3
NOU,Protium_decandrum,N,Vcmax,NA,23.022,NA,4.532145518,NA,2.616635435,NA,3
NOU,Vouacapoua_americana,N,Vcmax,NA,23.67816667,NA,3.969683837,NA,1.62061664,NA,6
NOU,hymenaea_courbaril,N,Vcmax,NA,4.713,NA,NA,NA,NA,NA,1
NOU,Alexa_wachenheimii,P,Vcmax,NA,12.05766667,NA,3.098729794,NA,1.78905248,NA,3
NOU,Brosimum_guianense,P,Vcmax,NA,23.50433333,NA,2.378095947,NA,1.372994335,NA,3
NOU,Eugenia_cucullata,P,Vcmax,NA,15.4405,NA,3.908043031,NA,1.954021516,NA,4
NOU,Hirtella_bicornis,P,Vcmax,NA,19.45033333,NA,5.262361099,NA,3.038225597,NA,3
NOU,Micropholis_venulosa,P,Vcmax,NA,16.913,NA,1.490436513,NA,0.860503922,NA,3
NOU,Myrcia_splendens,P,Vcmax,NA,21.64766667,NA,1.270102883,NA,0.733294241,NA,3
NOU,Pouteria_retinervis,P,Vcmax,NA,17.10766667,NA,0.939987411,NA,0.542701985,NA,3
NOU,Vochysia_sabatieri,P,Vcmax,NA,26.573,NA,2.224827859,NA,1.284504963,NA,3
NOU,Agonandra_silvatica,NP,Vcmax,NA,26.15133333,NA,6.021384586,NA,3.476448012,NA,3
NOU,Aniba_rosaeodora,NP,Vcmax,NA,23.53633333,NA,6.583702327,NA,3.801102311,NA,3
NOU,Chimarrhis_turbinata,NP,Vcmax,NA,19.071,NA,2.221743234,NA,1.282724055,NA,3
NOU,Chrysophyllum_argenteum,NP,Vcmax,NA,20.187,NA,2.53909984,NA,1.465949976,NA,3
NOU,Ferdinandusa_paraensis,NP,Vcmax,NA,22.04533333,NA,3.910908505,NA,2.257964078,NA,3
NOU,Hirtella_bicornis,NP,Vcmax,NA,20.936,NA,3.104349851,NA,1.792297222,NA,3
NOU,Lecythis_poiteaui,NP,Vcmax,NA,9.845,NA,0.404465079,NA,0.286,NA,2
NOU,Sterculia_speciosa,NP,Vcmax,NA,30.72533333,NA,13.95835814,NA,5.698475847,NA,6
NOU,Capirona_decorticans,NA,Jmax,39.83766667,NA,4.680723698,NA,2.702417087,NA,3,NA
NOU,Chrysophyllum_sanguinolentum,NA,Jmax,77.506,NA,5.04830427,NA,2.914639829,NA,3,NA
NOU,Couepia_caryophylloides,NA,Jmax,88.103,NA,6.931104457,NA,4.001675024,NA,3,NA
NOU,Dicorynia_guianensis,N,Jmax,95.39866667,97.32766667,8.980393885,8.363841243,5.184832827,4.828865993,3,3
NOU,Dicorynia_guianensis,P,Jmax,95.39866667,104.7733333,8.980393885,19.50478081,5.184832827,11.26109045,3,3
NOU,Dicorynia_guianensis,NP,Jmax,95.39866667,93.2395,8.980393885,21.21815318,5.184832827,15.0035,3,2
NOU,Eperua_falcata,N,Jmax,48.224,18.38166667,10.02784877,9.191458553,5.789581188,5.30669107,3,3
NOU,Helicostylis_pedunculata,NA,Jmax,NA,NA,NA,NA,NA,NA,0,NA
NOU,Lecythis_zabucajo,NA,Jmax,106.315,NA,5.983428699,NA,3.45453417,NA,3,NA
NOU,Licania_alba,N,Jmax,57.92028571,31.33933333,18.6250538,13.61379431,7.039608646,5.557808253,7,6
NOU,Licania_alba,P,Jmax,57.92028571,77.43433333,18.6250538,15.15342672,7.039608646,8.748834995,7,3
NOU,Licania_alba,NP,Jmax,57.92028571,73.09316667,18.6250538,44.35248306,7.039608646,18.10682539,7,6
NOU,Licania_densiflora,NA,Jmax,30.321,NA,11.03406256,NA,5.517031282,NA,4,NA
NOU,Paloue_guianensis,NA,Jmax,75.38266667,NA,3.61251579,NA,2.085686964,NA,3,NA
NOU,Pouteria_eugeniifolia,NA,Jmax,58.00966667,NA,7.582695717,NA,4.377871413,NA,3,NA
NOU,Pradosia_ptychandra,NA,Jmax,68.57866667,NA,8.310617687,NA,4.798137359,NA,3,NA
NOU,Protium_opacum,NA,Jmax,63.14233333,NA,3.141837095,NA,1.813940493,NA,3,NA
NOU,Sextonia_rubra,P,Jmax,48.286,90.458,3.978059326,6.243899102,2.296733623,3.604916828,3,3
NOU,Chrysophyllum_argenteum,N,Jmax,NA,43.04133333,NA,3.094668695,NA,1.786707804,NA,3
NOU,Eschweilera_coriacea,N,Jmax,NA,39.72183333,NA,18.40617994,NA,7.514291497,NA,6
NOU,Inga_nouragensis,N,Jmax,NA,61.419,NA,3.641640152,NA,2.102501922,NA,3
NOU,Lecythis_idatimon,N,Jmax,NA,39.239,NA,9.858035961,NA,5.691539716,NA,3
NOU,Osteophloeum_platyspermum,N,Jmax,NA,45.562,NA,1.352005547,NA,0.780580767,NA,3
NOU,Protium_decandrum,N,Jmax,NA,46.041,NA,2.288,NA,1.320977416,NA,3
NOU,Vouacapoua_americana,N,Jmax,NA,47.576,NA,7.658643065,NA,3.126627939,NA,6
NOU,hymenaea_courbaril,N,Jmax,NA,22.213,NA,NA,NA,NA,NA,1
NOU,Alexa_wachenheimii,P,Jmax,NA,49.99866667,NA,9.927119236,NA,5.731424963,NA,3
NOU,Brosimum_guianense,P,Jmax,NA,69.05866667,NA,5.865013669,NA,3.38616722,NA,3
NOU,Eugenia_cucullata,P,Jmax,NA,45.088,NA,7.173537993,NA,3.586768996,NA,4
NOU,Hirtella_bicornis,P,Jmax,NA,37.867,NA,8.491696474,NA,4.902683245,NA,3
NOU,Micropholis_venulosa,P,Jmax,NA,49.155,NA,1.788725524,NA,1.032721163,NA,3
NOU,Myrcia_splendens,P,Jmax,NA,50.63933333,NA,1.75948411,NA,1.015838625,NA,3
NOU,Pouteria_retinervis,P,Jmax,NA,48.28533333,NA,0.820345253,NA,0.473626552,NA,3
NOU,Vochysia_sabatieri,P,Jmax,NA,68.229,NA,5.293037975,NA,3.055936899,NA,3
NOU,Agonandra_silvatica,NP,Jmax,NA,66.21433333,NA,8.08211608,NA,4.666211895,NA,3
NOU,Aniba_rosaeodora,NP,Jmax,NA,53.86333333,NA,10.48573804,NA,6.053943683,NA,3
NOU,Chimarrhis_turbinata,NP,Jmax,NA,50.54633333,NA,4.8713869,NA,2.812496538,NA,3
NOU,Chrysophyllum_argenteum,NP,Jmax,NA,35.192,NA,5.141172921,NA,2.96825757,NA,3
NOU,Ferdinandusa_paraensis,NP,Jmax,NA,55.711,NA,7.62425498,NA,4.401865665,NA,3
NOU,Hirtella_bicornis,NP,Jmax,NA,43.01933333,NA,3.561483726,NA,2.056223588,NA,3
NOU,Lecythis_poiteaui,NP,Jmax,NA,36.013,NA,1.446740474,NA,1.023,NA,2
NOU,Sterculia_speciosa,NP,Jmax,NA,71.23333333,NA,35.2210383,NA,14.37892867,NA,6
NOU,Capirona_decorticans,NA,TPU,3.843,NA,NA,NA,NA,NA,1,NA
NOU,Chrysophyllum_sanguinolentum,NA,TPU,6.46,NA,NA,NA,NA,NA,1,NA
NOU,Couepia_caryophylloides,NA,TPU,7.298,NA,NA,NA,NA,NA,1,NA
NOU,Dicorynia_guianensis,N,TPU,7.427,NA,NA,NA,NA,NA,1,0
NOU,Dicorynia_guianensis,P,TPU,7.427,NA,NA,NA,NA,NA,1,0
NOU,Dicorynia_guianensis,NP,TPU,7.427,6.157,NA,NA,NA,NA,1,1
NOU,Eperua_falcata,N,TPU,NA,NA,NA,NA,NA,NA,0,0
NOU,Helicostylis_pedunculata,NA,TPU,NA,NA,NA,NA,NA,NA,0,NA
NOU,Lecythis_zabucajo,NA,TPU,NA,NA,NA,NA,NA,NA,0,NA
NOU,Licania_alba,N,TPU,5.253,NA,NA,NA,NA,NA,1,0
NOU,Licania_alba,P,TPU,5.253,6.21,NA,1.043882656,NA,0.602685933,1,3
NOU,Licania_alba,NP,TPU,5.253,7.506,NA,2.98682055,NA,1.724441649,1,3
NOU,Licania_densiflora,NA,TPU,1.76,NA,NA,NA,NA,NA,1,NA
NOU,Paloue_guianensis,NA,TPU,6.204666667,NA,0.26052703,NA,0.150415351,NA,3,NA
NOU,Pouteria_eugeniifolia,NA,TPU,4.582,NA,0.596798123,NA,0.422,NA,2,NA
NOU,Pradosia_ptychandra,NA,TPU,5.590333333,NA,0.517780198,NA,0.298940537,NA,3,NA
NOU,Protium_opacum,NA,TPU,5.258666667,NA,0.177348057,NA,0.102391948,NA,3,NA
NOU,Sextonia_rubra,P,TPU,3.784,7.246666667,0.421435642,0.430771788,0.298,0.248706208,2,3
NOU,Chrysophyllum_argenteum,N,TPU,NA,3.547,NA,0.111722871,NA,0.079,NA,2
NOU,Eschweilera_coriacea,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Inga_nouragensis,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Lecythis_idatimon,N,TPU,NA,2.686,NA,NA,NA,NA,NA,1
NOU,Osteophloeum_platyspermum,N,TPU,NA,3.852,NA,0.09694844,NA,0.055973208,NA,3
NOU,Protium_decandrum,N,TPU,NA,3.755666667,NA,0.178785719,NA,0.103221983,NA,3
NOU,Vouacapoua_americana,N,TPU,NA,4.0974,NA,0.570557009,NA,0.255160851,NA,5
NOU,hymenaea_courbaril,N,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Alexa_wachenheimii,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Brosimum_guianense,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Eugenia_cucullata,P,TPU,NA,3.003,NA,NA,NA,NA,NA,1
NOU,Hirtella_bicornis,P,TPU,NA,3.4205,NA,0.501338708,NA,0.3545,NA,2
NOU,Micropholis_venulosa,P,TPU,NA,4.039,NA,NA,NA,NA,NA,1
NOU,Myrcia_splendens,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Pouteria_retinervis,P,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Vochysia_sabatieri,P,TPU,NA,5.126,NA,0.691550432,NA,0.489,NA,2
NOU,Agonandra_silvatica,NP,TPU,NA,6.129,NA,NA,NA,NA,NA,1
NOU,Aniba_rosaeodora,NP,TPU,NA,4.418,NA,0.737733692,NA,0.425930746,NA,3
NOU,Chimarrhis_turbinata,NP,TPU,NA,4.2405,NA,0.481539718,NA,0.3405,NA,2
NOU,Chrysophyllum_argenteum,NP,TPU,NA,2.645,NA,NA,NA,NA,NA,1
NOU,Ferdinandusa_paraensis,NP,TPU,NA,4.6855,NA,0.781352993,NA,0.5525,NA,2
NOU,Hirtella_bicornis,NP,TPU,NA,3.8295,NA,0.39103005,NA,0.2765,NA,2
NOU,Lecythis_poiteaui,NP,TPU,NA,NA,NA,NA,NA,NA,NA,0
NOU,Sterculia_speciosa,NP,TPU,NA,3.309333333,NA,0.791189189,NA,0.456793291,NA,3
NOU,Capirona_decorticans,NA,Rd,0.625,NA,0,NA,0,NA,3,NA
NOU,Chrysophyllum_sanguinolentum,NA,Rd,1.103,NA,0,NA,0,NA,3,NA
NOU,Couepia_caryophylloides,NA,Rd,0.95,NA,0,NA,0,NA,3,NA
NOU,Dicorynia_guianensis,N,Rd,2.163,1.509,0,0,0,0,3,3
NOU,Dicorynia_guianensis,P,Rd,2.163,2.167,0,0,0,0,3,3
NOU,Dicorynia_guianensis,NP,Rd,2.163,1.644,0,0,0,0,3,3
NOU,Eperua_falcata,N,Rd,0.704,0.494,0,0,0,0,3,3
NOU,Helicostylis_pedunculata,NA,Rd,NA,NA,NA,NA,NA,NA,0,NA
NOU,Lecythis_zabucajo,NA,Rd,1.354,NA,0,NA,0,NA,3,NA
NOU,Licania_alba,N,Rd,0.911,0.508,0.112249722,0.076681158,0.042426407,0.031304952,7,6
NOU,Licania_alba,P,Rd,0.911,0.911,0.112249722,0,0.042426407,0,7,3
NOU,Licania_alba,NP,Rd,0.911,1.082,0.112249722,0.528004545,0.042426407,0.215556953,7,6
NOU,Licania_densiflora,NA,Rd,0.784,NA,0,NA,0,NA,4,NA
NOU,Paloue_guianensis,NA,Rd,1.378,NA,0,NA,0,NA,3,NA
NOU,Pouteria_eugeniifolia,NA,Rd,0.649333333,NA,0.596658473,NA,0.34448093,NA,3,NA
NOU,Pradosia_ptychandra,NA,Rd,1.093,NA,0,NA,0,NA,3,NA
NOU,Protium_opacum,NA,Rd,1.162,NA,0,NA,0,NA,3,NA
NOU,Sextonia_rubra,P,Rd,0.728,1.51,0,0,0,0,3,3
NOU,Chrysophyllum_argenteum,N,Rd,NA,1.559,NA,0,NA,0,NA,3
NOU,Eschweilera_coriacea,N,Rd,NA,1.031,NA,0.369165004,NA,0.150710982,NA,6
NOU,Inga_nouragensis,N,Rd,NA,0.814,NA,0,NA,0,NA,3
NOU,Lecythis_idatimon,N,Rd,NA,0.557,NA,0,NA,0,NA,3
NOU,Osteophloeum_platyspermum,N,Rd,NA,0.482,NA,0,NA,0,NA,3
NOU,Protium_decandrum,N,Rd,NA,0.786,NA,0,NA,0,NA,3
NOU,Vouacapoua_americana,N,Rd,NA,0.814,NA,0.012049896,NA,0.00491935,NA,6
NOU,hymenaea_courbaril,N,Rd,NA,1.668,NA,NA,NA,NA,NA,1
NOU,Alexa_wachenheimii,P,Rd,NA,1.08,NA,0,NA,0,NA,3
NOU,Brosimum_guianense,P,Rd,NA,0.845,NA,0,NA,0,NA,3
NOU,Eugenia_cucullata,P,Rd,NA,1.016,NA,0.130481161,NA,0.06524058,NA,4
NOU,Hirtella_bicornis,P,Rd,NA,0.953,NA,0,NA,0,NA,3
NOU,Micropholis_venulosa,P,Rd,NA,0.989,NA,0,NA,0,NA,3
NOU,Myrcia_splendens,P,Rd,NA,1.014,NA,0,NA,0,NA,3
NOU,Pouteria_retinervis,P,Rd,NA,0.87,NA,0,NA,0,NA,3
NOU,Vochysia_sabatieri,P,Rd,NA,1.416,NA,0,NA,0,NA,3
NOU,Agonandra_silvatica,NP,Rd,NA,0.593,NA,0,NA,0,NA,3
NOU,Aniba_rosaeodora,NP,Rd,NA,0.399,NA,0,NA,0,NA,3
NOU,Chimarrhis_turbinata,NP,Rd,NA,0.608,NA,0,NA,0,NA,3
NOU,Chrysophyllum_argenteum,NP,Rd,NA,0.721,NA,0,NA,0,NA,3
NOU,Ferdinandusa_paraensis,NP,Rd,NA,0.507,NA,0,NA,0,NA,3
NOU,Hirtella_bicornis,NP,Rd,NA,1.794,NA,0,NA,0,NA,3
NOU,Lecythis_poiteaui,NP,Rd,NA,2.819,NA,0,NA,0,NA,2
NOU,Sterculia_speciosa,NP,Rd,NA,1.1045,NA,0.296317904,NA,0.120971278,NA,6
PAR,Brosimum_rubescens,NA,SPAD,47.26666667,NA,3.146603103,NA,1.816692149,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,SPAD,71.33333332,NA,29.66756551,NA,17.12857693,NA,3,NA
PAR,Drypetes_variabilis,N,SPAD,35.36666667,69.72222222,1.946221411,4.223917789,1.123651455,2.438680073,3,3
PAR,Eperua_falcata,N,SPAD,38.51818182,63.36666667,25.82214107,NA,7.785668475,NA,11,1
PAR,Eperua_falcata,NP,SPAD,38.51818182,38.55555556,25.82214107,18.44359168,7.785668475,7.529564773,11,6
PAR,Eperua_grandiflora,N,SPAD,48.6,67.56666667,15.89748408,NA,9.178416712,NA,3,1
PAR,Eperua_grandiflora,P,SPAD,48.6,39.21111111,15.89748408,3.012074467,9.178416712,1.739022004,3,3
PAR,Eperua_grandiflora,NP,SPAD,48.6,47.65,15.89748408,13.78470704,9.178416712,6.892353521,3,4
PAR,Licania_alba,P,SPAD,44.24444445,34.01666667,8.401080177,7.298698514,4.850365902,2.979681191,3,6
PAR,Lueheopsis_rugosa,NA,SPAD,46,NA,6.11046461,NA,3.527878387,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,SPAD,85.16666667,NA,14.9166946,NA,8.612157642,NA,3,NA
PAR,Symphonia_globulifera,NA,SPAD,87.45555555,NA,12.60706739,NA,7.278693751,NA,3,NA
PAR,Tapura_capitulifera,NA,SPAD,68.01666666,NA,22.79450956,NA,9.30581956,NA,6,NA
PAR,Carapa_surinamensis,N,SPAD,NA,80.81111111,NA,11.04909918,NA,6.379200383,NA,3
PAR,Couepia_guianensis,N,SPAD,NA,51.61111111,NA,6.803131088,NA,3.927789565,NA,3
PAR,Eschweilera_sagotiana,N,SPAD,NA,54.63333333,NA,7.20624729,NA,4.160528813,NA,3
PAR,Goupia_glabra,N,SPAD,NA,59.08888889,NA,9.653803704,NA,5.573626167,NA,3
PAR,Inga_jenmani,N,SPAD,NA,102.7222222,NA,14.13810191,NA,8.162636946,NA,3
PAR,Lecythis_idatimon,N,SPAD,NA,27.12222222,NA,3.421554767,NA,1.975435566,NA,3
PAR,Moronobea_coccinea,N,SPAD,NA,164.6888889,NA,26.82638278,NA,15.48821932,NA,3
PAR,Oxandra_asbeckii,N,SPAD,NA,50.83333334,NA,4.996887923,NA,3.533333335,NA,2
PAR,Sterculia_pruriens,N,SPAD,NA,62.23333333,NA,5.585795476,NA,3.224960521,NA,3
PAR,Tetragastris_panamensis,N,SPAD,NA,46.63333333,NA,20.40215131,NA,11.77918755,NA,3
PAR,NA,N,SPAD,NA,68.35555556,NA,26.37055035,NA,15.22504434,NA,3
PAR,Chrysophyllum_pomiferum,P,SPAD,NA,54.82222222,NA,2.489161689,NA,1.437118171,NA,3
PAR,Dicorynia_guianensis,P,SPAD,NA,59.88888889,NA,3.464155075,NA,2.000030865,NA,3
PAR,Dipteryx_odorata,P,SPAD,NA,28.1,NA,1.834242201,NA,1.059000228,NA,3
PAR,Hebepetalum_humiriifolia,P,SPAD,NA,58.91111111,NA,3.790240881,NA,2.188296593,NA,3
PAR,Hirtella_glandulosa,P,SPAD,NA,46.88888889,NA,8.085263226,NA,4.6680289,NA,3
PAR,Iryanthera_sagotiana,P,SPAD,NA,80.85666667,NA,0.801089539,NA,0.462509261,NA,3
PAR,Vouacapoua_americana,P,SPAD,NA,25.91111111,NA,2.286757366,NA,1.320259981,NA,3
PAR,anacardium_spruceanum,P,SPAD,NA,32.38333334,NA,0.730677005,NA,0.516666665,NA,2
PAR,NA,P,SPAD,NA,54.98518519,NA,16.17193309,NA,5.390644362,NA,9
PAR,Catostemma_fragrans,NP,SPAD,NA,33.45555555,NA,1.480365321,NA,0.854689316,NA,3
PAR,Dicorynia_guianensis,NP,SPAD,NA,83.88888889,NA,9.539178473,NA,5.507447259,NA,3
PAR,Dipteryx_odorata,NP,SPAD,NA,43.31666667,NA,9.291593175,NA,4.645796587,NA,4
PAR,Eschweilera_sagotiana,NP,SPAD,NA,50.35555555,NA,4.650248898,NA,2.684822453,NA,3
PAR,Gustavia_hexapetala,NP,SPAD,NA,66.26666667,NA,3.321813427,NA,1.917849876,NA,3
PAR,Sterculia_pruriens,NP,SPAD,NA,34.03333334,NA,1.64991582,NA,1.166666665,NA,2
PAR,Thyrsodium_guianense,NP,SPAD,NA,87.53333334,NA,13.38788839,NA,9.466666665,NA,2
PAR,Vouacapoua_americana,NP,SPAD,NA,38.18333333,NA,10.24982927,NA,4.184475276,NA,6
PAR,NA,NP,SPAD,NA,24.33333333,NA,NA,NA,NA,NA,1
PAR,Brosimum_rubescens,NA,lma,95.03229738,NA,6.01579121,NA,3.473218674,NA,3,NA
PAR,Chaetocarpus_schomburgkianus,NA,lma,186.8173019,NA,29.41268464,NA,16.98142139,NA,3,NA
PAR,Drypetes_variabilis,N,lma,153.4533396,103.3227749,6.377727561,5.279654568,3.682182724,3.048209986,3,3
PAR,Eperua_falcata,N,lma,94.75693055,69.71401411,18.28678364,NA,5.513672724,NA,11,1
PAR,Eperua_falcata,NP,lma,94.75693055,85.57963422,18.28678364,6.288579291,5.513672724,2.567301745,11,6
PAR,Eperua_grandiflora,N,lma,200.3145987,222.7788531,9.239860256,NA,5.334635806,NA,3,1
PAR,Eperua_grandiflora,P,lma,200.3145987,188.0811785,9.239860256,1.127348938,5.334635806,0.650875213,3,3
PAR,Eperua_grandiflora,NP,lma,200.3145987,121.9543496,9.239860256,31.30655868,5.334635806,15.65327934,3,4
PAR,Licania_alba,P,lma,173.7764152,178.051248,21.65178477,35.1708664,12.50066377,14.35844608,3,6
PAR,Lueheopsis_rugosa,NA,lma,171.8228661,NA,19.65416955,NA,11.34734008,NA,3,NA
PAR,Pouteria_eugeniifolia,NA,lma,132.8847365,NA,9.676783635,NA,5.586893637,NA,3,NA
PAR,Symphonia_globulifera,NA,lma,122.9442519,NA,15.85273137,NA,9.152578721,NA,3,NA
