Harvest,Months.in,Pot,Species,Spp,Treatment,Classification,Adult stature, Vcmax.a , Jmax.a, TPU.a, Rlight.a, Vomax25.a, avgTleaf ,Amax.a,Asat.a,  Rdark.a  ,PAR,MinCond, MaxCond , Ci.Ca ,Start,Leaf.thickness,LDMC,LMA,FMA,LeafN,LeafP,N.area,P.area, Vcmax.m, Jmax.m,TPU.m,  Rlight.m ,Amax.m,Asat.m, Rdark.m ,PNUE,PPUE,RatioNP
2,13,Pot 50,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,48.59169407,56.74551809,4.248594782,0.545758738,8.056737888,28.00411765,13,7.53,NA,1000,0.0711,0.0869,0.597598703,0.456851852,23.33333333,0.365668663,48.94077418,133.8391259,30.16008161,1.40079691,1.476057743,68.55608525,0.992867295,1.159473242,86.81094348,11.15141202,265.6271834,153.8594378,NA,8.807243523,189.6257634,21.53065972
2,13,Pot 51,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,46.65797412,73.28490498,5.638820061,0.949793119,8.166716789,27.37564706,16.7,9.13,NA,1000,0.0944,0.173,0.708465807,0.529212963,33.16666667,0.375729942,70.38285757,187.3229939,15.94322208,0.561340968,1.122129529,39.5087814,0.662916735,1.041232304,80.11638424,13.49466548,237.2736853,129.7190867,NA,14.88241737,422.6908401,28.40202835
2,13,Pot 52,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,34.92593645,63.93986077,4.714850733,1.244555839,5.448679953,28.714,13.2,4.48,NA,1000,0.0188,0.0463,0.586473481,0.525243056,34.66666667,0.419282511,67.13738631,160.1244615,12.90543683,1.274794909,0.866437298,85.5863983,0.520215909,0.952373399,70.22690325,18.53744847,196.6117647,66.72884135,NA,15.23480121,154.2301144,10.12353967
2,13,Pot 53,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,22.61905899,45.50744991,3.515718738,1.387156685,4.05548023,27.09741176,9.4,3.32,NA,1000,0.0141,0.0416,0.629659701,0.578819444,38.5,0.380952381,59.23644762,155.495675,13.23489035,0.759472128,0.783987889,44.98843092,0.38184361,0.768233946,59.3506005,23.41728346,158.6860856,56.04657492,NA,11.98998113,208.9426061,17.42643327
2,13,Pot 54,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,40.98308065,57.11568133,4.016834354,0.790503071,7.324010409,27.13529412,14.1,8.01,NA,1000,0.0912,0.16,0.723283204,0.46255787,20.83333333,0.382086168,50.6601859,132.5883797,33.21958066,1.8068573,1.682910132,91.53572671,0.808980068,1.127427393,79.28976734,15.6040302,278.3250742,158.1123294,NA,8.378343995,154.0382155,18.38528182
2,13,Pot 55,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,40.75878875,53.4134101,3.848757648,0.766273593,6.376730562,28.68082353,12.5,7.74,NA,1000,0.12,0.145,0.743436155,0.419027778,43.83333333,0.451806697,95.11587248,210.5233791,24.21305971,0.593088571,2.3030463,56.41213686,0.428517215,0.56156148,40.46388418,8.056211574,131.4186547,81.37443097,NA,5.427593878,221.5835226,40.82536894
2,13,Pot 56,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,50.68731552,82.53949474,7.199167319,0.597506052,8.243538458,28.22870588,21.4,8.61,NA,1000,0.112,0.127,0.674821834,0.492789352,45.16666667,0.373666867,108.2684845,289.7460115,10.73460068,0.255168696,1.162218948,27.62672801,0.468163157,0.76235938,66.49365559,5.518744029,197.6567798,79.52452683,NA,18.41305379,774.6121796,42.06864262
2,13,Pot 57,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,45.62654677,58.06912719,4.5068676,0.820598334,7.614573002,27.92835294,13,7.97,NA,1000,0.0644,0.121,0.640727719,0.451608796,39,0.427638546,81.83046268,191.3542722,12.0865202,0.990785346,0.98904554,81.07642326,0.557574102,0.709627262,55.07567051,10.02802999,158.8650433,97.39649195,NA,13.14398526,160.3425444,12.19892911
2,13,Pot 58,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,45.73256038,55.55185482,4.235759469,0.70726911,7.360453924,28.35035294,13.4,7.97,NA,1000,0.0892,0.109,0.664436518,0.448125,20,0.376126126,47.51453075,126.3260578,28.93353884,1.924163241,1.374763521,91.42571347,0.962496307,1.169155076,89.14661268,14.88532242,282.0189906,167.7381608,NA,9.747130904,146.5670815,15.03694605
2,13,Pot 59,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,34.14445127,45.10450002,3.510582601,1.013747337,5.977157636,27.37423529,9.64,6.84,NA,999,0.11,0.153,0.76641561,0.488368056,21.33333333,0.39997204,43.15103617,107.8851317,27.46262241,0.801085216,1.185040613,34.56765713,0.791277668,1.045270381,81.35569647,23.49300102,223.4013562,158.5129955,NA,8.134742299,278.8733979,34.28177411
2,13,Pot 60,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,39.92248393,48.5326177,3.581003945,0.643010781,6.282750559,28.61211765,10.9,6.62,NA,1000,0.0744,0.0924,0.657174338,0.482604167,37.33333333,0.435335011,85.89740558,197.3133411,17.99040792,0.489566557,1.545329366,42.05249706,0.46476938,0.565006794,41.68931437,7.485799796,126.8955672,77.06868392,NA,7.053512502,259.1998279,36.74762437
2,13,Pot 61,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,28.87397241,49.3441977,3.727117069,1.281355201,5.161905026,27.13105882,10.1,4.16,NA,1000,0.0126,0.0462,0.609651063,0.532175926,40.33333333,0.431027254,73.57572287,170.6985399,16.34774358,1.469371465,1.202797051,108.1100677,0.392438855,0.670658687,50.65688686,17.41546193,137.2735409,56.54038911,NA,8.397094082,93.42330656,11.12567105
2,13,Pot 62,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,27.73038695,45.22933759,2.899721299,1.289163982,4.958420842,27.12882353,7.97,3.47,NA,1000,0.00785,0.0333,0.493437632,0.506921296,29.83333333,0.383100381,49.75794917,129.8822753,13.49070108,0.94316251,0.671269619,46.92983221,0.557305665,0.908987174,58.27654371,25.90870411,160.1754118,69.73760088,NA,11.87302356,169.8280097,14.30368674
2,13,Pot 63,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,64.64716262,70.42020209,4.148337899,1.24501889,11.59361593,27.09470588,17.6,11.4,NA,1000,0.132,0.17,0.671508106,0.573946759,43.66666667,0.371327342,93.88450698,252.8348882,15.50276325,0.643550897,1.455469285,60.4194587,0.688581798,0.750072662,44.18554277,13.26117514,187.4643705,121.4257854,NA,12.09231977,291.2968831,24.08941284
2,13,Pot 64,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,96.89916469,99.78432795,7.141086279,1.823258828,16.15505106,27.94011765,24.2,11.5,NA,1000,0.064,0.106,0.483194227,0.568657407,30.66666667,0.420850015,70.04728769,166.4424026,18.48400512,0.978967341,1.294754424,68.57400699,1.383339283,1.424528076,101.9466494,26.02897112,345.4809001,164.1748079,NA,18.6908031,352.9033968,18.88112538
2,13,Pot 65,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,33.85027748,60.78609929,4.64419695,0.982595059,6.112594453,27.01505882,13.4,7.65,NA,1000,0.0519,0.197,0.787908736,0.435092593,23,0.31790616,39.19292481,123.2845717,30.20683436,2.82400172,1.183894188,110.6808871,0.863683372,1.550945728,118.4957992,25.0707255,341.8984438,195.1882907,NA,11.31857909,121.0687803,10.69646458
2,13,Pot 66,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,62.94266171,76.64661297,5.94189587,1.02563677,10.33493172,28.11752941,17.2,8.61,NA,1000,0.0424,0.0893,0.510068077,0.439710648,41,0.295284496,61.62259519,208.6888949,15.38805094,0.913024346,0.948251634,56.26292969,1.021421794,1.243806963,96.42397973,16.64384253,279.1183972,139.7214767,NA,18.13864526,305.7075075,16.85393276
2,13,Pot 67,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,50.7508667,87.98542038,6.741405588,1.124216535,9.125158332,27.06470588,19.8,9.2,NA,1000,0.0625,0.139,0.620341675,0.478842593,37,0.411563549,76.5597022,186.0215814,16.13538994,0.564823092,1.235320648,43.24268771,0.662892687,1.149239324,88.05422951,14.68418114,258.6216956,120.1676566,NA,16.02822719,457.8808822,28.56715698
2,13,Pot 68,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,60.40897989,67.52668187,4.372002937,0.896008719,10.82671834,27.102,15.6,9.95,NA,1000,0.0945,0.118,0.601003438,0.55087963,27,0.519055542,78.35843211,150.9634822,22.49831999,1.665222351,1.76293308,130.4842125,0.770931453,0.861766629,55.79492621,11.43474537,199.0851473,126.9805907,NA,8.84888949,119.5546932,13.51070023
2,13,Pot 69,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,43.59901554,50.44616852,2.994868224,0.660604687,7.820659719,27.09211765,12.3,9.42,NA,1000,0.194,0.257,0.811564321,0.521261574,48,0.463813152,102.9549197,221.97499,12.64694667,0.423256263,1.302065378,43.57631458,0.423476757,0.489983079,29.08912205,6.416446043,119.4697644,91.49635617,NA,9.446530261,282.2634295,29.88011701
2,13,Pot 70,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,26.65317622,39.02907096,4.045480378,0.1364414,4.428447514,27.97988235,12.6,5.8,NA,1000,0.119,0.138,0.801787034,0.5153125,26.5,0.376275208,58.90655178,156.5517754,28.63064806,0.541381428,1.686532752,31.89091313,0.452465395,0.662559084,68.67623814,2.316234709,213.8981084,98.46103405,NA,7.470948895,395.0968713,52.88442966
3,22,Pot 01,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,27.31464821,49.36464676,4.039793763,-0.180633173,3.972661918,29.53546512,12.4,5.19,0.84,1000,0.0137,0.0792,0.556079215,0.425856481,31.83333333,0.579881657,82.70321361,142.620848,12.39629396,3.808170141,1.025213347,314.9479086,0.330273118,0.5968891,48.84687773,-2.184113109,149.9337143,62.75451429,10.1568,12.09504347,39.37159022,3.255183854
3,22,Pot 02,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,2.997708315,38.28404816,3.068803837,-1.393588437,0.490124668,28.16697674,10.6,8.12,-8.12,1000,0.0174,0.0947,0.382232012,0.439803241,29.16666667,0.546448087,84.3910343,154.4355928,16.50389025,0.306101556,1.392780368,25.83222692,0.035521644,0.453650657,36.36409795,-16.51346554,125.60576,96.218752,-96.218752,7.610675911,410.3401551,53.91638796
3,22,Pot 03,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,34.95536183,54.49200681,4.266218496,0.198639906,5.042042821,29.63267442,12.9,5.62,0.44,1000,0.0517,0.0813,0.6658078,0.543935185,39.33333333,0.537383178,97.04968944,180.5968134,10.36506,0.618263169,1.005925854,60.00224851,0.360180048,0.561485638,43.95911538,2.046785591,132.9216,57.90848,4.53376,12.82400681,214.9919432,16.76480263
3,22,Pot 04,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,29.26748465,44.96034214,3.603422645,1.448266585,4.769241504,28.20593023,9.45,6.02,1.46,1000,0.155,0.201,0.861156374,0.539826389,37.33333333,0.283333333,47.8215861,168.7820686,21.17075665,1.357873211,1.012419162,64.93565066,0.612014093,0.940168359,75.3513829,30.28478775,197.6095059,125.8845741,30.53014588,9.334078568,145.5286873,15.59111446
3,22,Pot 05,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,48.27789072,60.12390541,4.569692336,0.775743079,7.114895349,29.38046512,13.2,8.07,0.901,1000,0.104,0.118,0.712498894,0.46443287,25.16666667,0.41322314,56.26068953,136.1508687,24.38518519,1.618518519,1.371927333,91.05896787,0.858110541,1.068666344,81.22353946,13.78836778,234.62208,143.439408,16.0147344,9.621500851,144.9610105,15.06636156
3,22,Pot 06,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,40.26416664,57.51565549,4.235598203,0.806772839,6.530598953,28.26034884,12.4,8.16,0.774,1000,0.269,0.304,0.864327929,0.575810185,27,0.454954955,56.82329643,124.8987308,20.79399586,2.573498965,1.181583391,146.2346945,0.708585548,1.012184423,74.53981851,14.19792391,218.2203564,143.6030733,13.62117386,10.49439261,84.79519884,8.08004827
3,22,Pot 07,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,28.44287612,39.32226584,3.029140958,-0.262588106,4.083798383,29.68686047,9.73,4.73,0.315,1000,0.0307,0.0681,0.626216804,0.38837963,64.5,0.501298701,108.5831308,216.6036547,12.789903,0.26675485,1.38876771,28.96507678,0.261945626,0.362139732,27.89697567,-2.418314006,89.60876269,43.5610943,2.901003109,7.006211283,335.9217749,47.94628099
3,22,Pot 08,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,32.65701566,54.41800364,4.2585338,0.975599909,4.996769811,28.94093023,11.8,4.26,0.637,1000,0.0165,0.0496,0.634359502,0.438993056,45.5,0.492957746,98.45620668,199.7254478,10.37560697,0.264210226,1.021542904,26.01313658,0.331690777,0.552712779,43.2530761,9.908973156,119.85024,43.267968,6.4698816,11.55115458,453.6169624,39.27027027
3,22,Pot 09,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,36.61750617,44.15458548,2.666648293,0.086611778,5.323831198,29.53953488,11,7.14,-0.0998,1000,0.0941,0.119,0.737255857,0.459513889,32.83333333,0.546428571,86.07885498,157.5299307,19.18061583,0.411241992,1.651045448,35.3992398,0.425394903,0.512955075,30.97913295,1.006191103,127.7898039,82.9472,-1.159402039,6.662445307,310.7411363,46.64070352
3,22,Pot 10,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,34.61096729,55.56366255,4.079132363,0.037396404,5.131023655,29.31104651,13.2,6.98,0.584,1000,0.0535,0.127,0.725476959,0.504305556,28.33333333,0.40754717,60.76154469,149.0908273,15.72975224,1.210701645,0.955764044,73.5641021,0.569619608,0.914454411,67.13345396,0.615461707,217.2426667,114.8752889,9.611342222,13.81094015,179.4353445,12.99226139
3,22,Pot 11,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,42.80019801,55.26795396,4.01188578,0.835842746,6.396179448,29.21697674,11.8,4.17,0.276,1000,0.0186,0.0395,0.475575257,0.581284722,58.66666667,0.387225549,109.1457377,281.8660546,12.76559009,0.254925858,1.393309747,27.82407085,0.392138062,0.506368413,36.75714567,7.65804294,108.1123299,38.20579794,2.528729072,8.469042885,424.0932272,50.07569721
3,22,Pot 12,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,37.90493781,43.87026842,3.458202382,0.614606258,5.861658894,28.81674419,9.9,7.19,0.546,1000,0.097,0.113,0.7390872,0.477511574,26.33333333,0.450199203,63.57457917,141.2143307,NA,NA,NA,NA,0.5962279,0.690059911,54.39599329,9.667484489,155.7226195,113.0955186,8.588338407,NA,NA,NA
3,22,Pot 13,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,49.65022012,60.54699276,4.628001146,0.684000671,8.071715708,28.23325581,13.3,9.51,0.557,1000,0.13,0.275,0.787682978,0.37837963,29.5,0.455813953,55.13547574,120.9604825,32.53163176,0.695898778,1.793646994,38.36871021,0.900513135,1.098149457,83.93871793,12.40581788,241.224,172.4842286,10.10238857,7.415059956,346.6366194,46.7476489
3,22,Pot 14,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,67.23076528,72.52692228,5.457262637,0.62176032,10.07980218,29.17895349,16.1,9.79,0.285,1000,0.0672,0.123,0.595858997,0.367395833,51.83333333,0.484337349,113.083986,233.4818616,13.56436642,0.755649718,1.533912622,85.45188204,0.594520654,0.641354491,48.25849205,5.49821723,142.3720597,86.57282388,2.520250746,10.49603463,188.4101276,17.9506008
3,22,Pot 15,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,53.55365639,68.92479841,5.331804565,-0.004588981,7.959190766,29.28162791,16.8,9.33,0.252,1000,0.104,0.114,0.673349932,0.418576389,24.83333333,0.478672986,56.82329643,118.7100549,24.34992649,1.435622768,1.383643091,81.57681812,0.942459515,1.212967264,93.83131392,-0.080758796,295.6533861,164.1932198,4.434800792,12.1418595,205.940859,16.96122897
3,22,Pot 16,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,35.31713954,54.39274128,4.373714603,0.921140925,5.245377651,29.2894186,12.4,5.77,0.4,1000,0.0834,0.098,0.738687647,0.498865741,43.16666667,0.38147139,78.76496534,206.4767306,10.41693257,0.550946607,0.820489333,43.39529041,0.448386404,0.690570243,55.5286806,11.69480518,157.4304,73.25592,5.0784,15.11293262,285.7452936,18.90733591
3,22,Pot 17,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,40.38144058,51.49839035,4.002540437,0.707621251,6.253268537,28.8005814,11.8,7.95,0.698,1000,0.172,0.194,0.811999149,0.475150463,24.33333333,0.427835052,46.69637231,109.1457377,35.28994577,0.627868169,1.647912446,29.31916576,0.864766117,1.102834927,85.71416234,15.15366646,252.6962892,170.2487711,14.94762795,7.160574596,402.467113,56.20598007
3,22,Pot 18,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,51.88045395,73.88268548,5.74171904,0.72515291,7.590494791,29.46569767,16.9,8.13,7.9,1000,0.0324,0.119,0.721545106,0.481296296,44,0.470338983,62.44936538,132.7752273,16.0021164,2.684656085,0.999322014,167.6550687,0.830760307,1.183081446,91.94199181,11.61185395,270.6192432,130.1854703,126.5024865,16.91146574,100.8022014,5.960583366
3,22,Pot 19,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,33.26326703,46.51959979,3.4973493,0.61537955,4.867722992,29.46313953,10.2,5.32,0.519,1000,0.0596,0.0836,0.697892152,0.529016204,25.83333333,0.514492754,79.89017913,155.2795031,13.26161422,0.618711197,1.059472735,49.42894834,0.416362404,0.582294348,43.77696155,7.702818502,127.6752676,66.59141408,6.496418028,9.627430382,206.356808,21.43425606
3,22,Pot 20,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,22.15006978,43.67965805,3.471352522,0.944054128,3.205903271,29.59255814,9.54,3,0.678,1000,0.0157,0.0434,0.687556159,0.547314815,41.66666667,0.425101215,59.07372401,138.9639031,11.67509127,1.679303566,0.689691119,99.20271541,0.374956381,0.739409251,58.76305549,15.98094828,161.49312,50.784,11.477184,13.83227902,96.16672246,6.952341137
3,22,Pot 21,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,63.20774766,84.34906459,6.230674625,0.292024264,9.604418247,29.02209302,18.6,9.84,0.629,1000,0.0603,0.12,0.605728917,0.569293981,39.83333333,0.364383562,74.82671708,205.3515168,15.84100024,0.522528898,1.185330043,39.09912204,0.844721647,1.127258657,83.26804741,3.902673743,248.5743158,131.5038316,8.406088421,15.69183209,475.7140066,30.31602709
3,22,Pot 22,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,54.74301913,56.78268042,4.548632782,0.465899735,8.252543919,29.11488372,13.5,9.13,9.26,1000,0.108,0.123,0.708409506,0.574131944,35.5,0.654135338,97.89359978,149.6534342,20.63313313,0.415415415,2.019851677,40.66651042,0.559209379,0.580044871,46.46506812,4.759246121,137.9048276,93.26452414,94.59249655,6.683659079,331.9684886,49.6686747
3,22,Pot 23,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,42.11205598,48.54575648,3.729020244,0.553727526,6.847454997,28.23116279,10.9,8.12,0.609,1000,0.126,0.171,0.770318169,0.514293981,21.66666667,0.426229508,58.51111711,137.2760825,32.62828283,0.785858586,1.909117278,45.98146375,0.719727431,0.829684321,63.73182445,9.463629364,186.2893846,138.7770462,10.40827846,5.70944495,237.0520447,41.51928021
3,22,Pot 24,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,27.69495392,48.62949106,3.56000919,0.94005769,4.199521482,29.04639535,9.95,3.59,0.583,1000,0.0128,0.0417,0.653446993,0.59037037,39.33333333,0.533762058,93.39274462,174.9707444,12.91995787,0.32912059,1.206630326,30.73747519,0.296542885,0.520698811,38.11869117,10.0656394,106.5393253,38.43981687,6.24245494,8.246104697,323.709086,39.256
3,22,Pot 25,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,13.21806694,23.6072938,2.062355846,0.627071048,1.941213886,29.42139535,5.71,2.1,3.81,1000,0.0347,0.0433,0.817074809,0.539918981,33.5,0.515283843,66.38761365,128.836979,12.51593666,0.30125437,0.830903168,19.99955871,0.199104414,0.355597867,31.06537097,9.445603081,86.01002034,31.63240678,57.39022373,6.872040235,285.5062996,41.54607509
3,22,Pot 26,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,51.5847027,71.55814191,5.167571584,0.402715008,8.107186141,28.6277907,16.4,10.3,0.607,1000,0.15,0.21,0.782198464,0.537986111,22.33333333,0.415,46.69637231,112.5213791,32.75082919,2.110281924,1.529344913,98.54251039,1.104683301,1.532413298,110.6632342,8.624117636,351.205012,220.5738795,12.99886843,10.72354566,166.4256364,15.51964637
3,22,Pot 27,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,25.79400248,41.65992013,3.239266493,0.40113238,4.075840319,28.56465116,9.57,4.88,0.506,1000,0.0381,0.11,0.725348469,0.586365741,24.33333333,0.422330097,48.94679989,115.8970204,21.1083878,1.721132898,1.033188034,84.24394753,0.526980365,0.851126534,66.17933144,8.195272845,195.5184,99.70008276,10.33775448,9.26259276,113.5986653,12.26424051
3,22,Pot 28,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,53.74232452,68.59999799,5.19514721,1.385437089,8.041686653,29.20197674,14.4,5.57,1.04,1000,0.0371,0.0521,0.543028087,0.627233796,47,0.395196507,101.8318481,257.6739581,13.36242727,0.257689111,1.360720663,26.24095835,0.527755565,0.67365956,51.01691965,13.6051453,141.4095912,54.69801547,10.21291492,10.58262757,548.7604457,51.85483871
3,22,Pot 29,Hymenosporum flavum,Hf,Minus P,Light demanding,Small tree,52.91863687,56.13457645,3.105720625,0.492161891,8.401366126,28.50976744,13.7,10.7,1.04,1000,0.227,0.276,0.812424365,0.375914352,23.66666667,0.462264151,55.13547574,119.2726618,30.88278159,0.72662919,1.702736855,40.06304608,0.959792877,1.018120832,56.32889865,8.926410526,248.4788571,194.0674286,18.86262857,8.045870362,341.9610174,42.50143266
3,22,Pot 30,Auranticarpa ilicifolium,Ai,Control,Light demanding,Small tree,46.68466944,63.34164313,4.677176893,0.431544965,7.150565449,28.92872093,13.9,5.48,0.438,1000,0.0273,0.053,0.493069049,0.626354167,36.16666667,0.559602649,95.08056531,169.9072824,15.83796011,0.585029817,1.5058822,55.62496572,0.491001177,0.666189173,49.19172365,4.538729483,146.1918107,57.63533254,4.606619645,9.230469686,249.8877944,27.07205624
3,22,Pot 31,Flindersia bourjotiana,Fb,Minus P,Light demanding,Canopy,59.8232791,72.51083593,5.413324637,0.806643077,8.625634932,29.63732558,15.8,6.81,0.465,1000,0.0341,0.071,0.521977188,0.375833333,45.83333333,0.413793103,114.7718066,277.3651994,15.38047974,0.268817204,1.765245446,30.85263619,0.521236712,0.631782648,47.16597913,7.02823368,137.6644706,59.33512941,4.051517647,8.950596663,512.1118306,57.21538462
3,22,Pot 32,Guioa lasioneura,Gl,Control,Shade tolerant,Understory shrub,37.84668139,74.85216916,5.718339561,0.655018431,5.990901863,28.54406977,17.3,7.72,-7.72,1000,0.0656,0.147,0.714105982,0.409722222,31.66666667,0.440613027,64.69979296,146.8403997,16.89295309,1.555073362,1.092970567,100.6129246,0.584958308,1.156915127,88.38265625,10.12396487,267.3888,119.32032,-119.32032,15.82842257,171.9461001,10.86312292
3,22,Pot 33,Auranticarpa ilicifolium,Ai,Minus P,Light demanding,Small tree,45.37606454,57.66239163,4.39270139,0.153104053,6.441081516,29.82116279,13.3,7.9,0.321,1000,0.108,0.124,0.726942299,0.409398148,52.5,0.480818414,105.7700963,219.9792961,16.77769367,0.328034317,1.774578275,34.69622135,0.429006554,0.545167241,41.5306551,1.447517383,125.7444255,74.69029787,3.034884255,7.494738433,383.3270449,51.14615385
3,22,Pot 34,Hymenosporum flavum,Hf,Control,Light demanding,Small tree,24.09681158,47.439966,3.773089472,0.719241969,3.871936102,28.3694186,11,5.29,1.32,1000,0.165,0.189,0.872011743,0.448333333,32.5,0.487179487,85.51624809,175.5333513,17.24261603,1.815400844,1.47452383,155.2462689,0.281780505,0.554747981,44.12131678,8.410588456,128.6305263,61.85958947,15.43566316,7.460035418,70.85516499,9.497966299
3,22,Pot 35,Syzygium wilsonii,Sw,Minus P,Shade tolerant,Understory shrub,45.89350533,56.54220479,4.172856307,2.668547039,6.960716002,29.04360465,9.88,2.63,0.935,1000,0.0118,0.0223,0.486042151,0.557083333,57,0.544715447,113.083986,207.6019444,12.08200213,0.302449414,1.366280959,34.20218532,0.405835583,0.500001873,36.90050604,23.59792164,87.36869254,23.25705075,8.268191045,7.231309149,288.8704306,39.9471831
3,22,Pot 36,Guioa lasioneura,Gl,Minus P,Shade tolerant,Understory shrub,10.55754742,50.47008392,4.176530728,-0.770405591,1.642569058,28.74581395,13.4,5.77,-5.77,1000,0.0312,0.0589,0.581794867,0.492094907,58.16666667,0.48125,86.64146188,180.0342065,14.88983222,0.308267637,1.290076831,26.70875872,0.121853293,0.582516532,48.20475829,-8.891881258,154.6603636,66.59629091,-66.59629091,10.38697826,501.708078,48.30163934
3,22,Pot 37,Cryptocarya triplinervis,Ct,Control,Light demanding,Canopy,45.92637661,53.31921481,3.321130496,-0.13660808,6.86527102,29.21372093,13.3,9.4,0.344,1000,0.17,0.194,0.784423926,0.486527778,29.33333333,0.482889734,71.4510757,147.9656135,20.66666667,1.453074434,1.476655565,103.8237314,0.642766763,0.746233899,46.48118259,-1.911910754,186.1413543,131.5585512,4.81448315,9.006839726,128.1017338,14.22271715
3,22,Pot 38,Syzygium wilsonii,Sw,Control,Shade tolerant,Understory shrub,27.98421123,54.8806792,4.468264468,0.704794623,4.370524781,28.70116279,13,5.1,0.201,1000,0.0492,0.0816,0.731716223,0.53837963,41.33333333,0.496296296,75.38932397,151.9038617,12.7165725,2.257532957,0.958693804,170.1938834,0.371195943,0.727963541,59.269194,9.348732498,172.438209,67.64883582,2.66616,13.56011684,76.38347358,5.632950991
3,22,Pot 39,Neolitsea dealbata,Nd,Minus P,Pioneer,Small tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.33333333,0.5,78.20235845,156.4047169,13.91102678,0.255112798,1.087875102,19.95042246,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52892562
3,22,Pot 40,Neolitsea dealbata,Nd,Control,Pioneer,Small tree,38.61758958,56.0533611,4.356521547,0.269547088,5.56538854,29.64302326,13,5.79,0.355,1000,0.0534,0.0721,0.637204784,0.368773148,29.16666667,0.480836237,77.63975155,161.468179,13.77307613,0.739473138,1.069338208,57.41251074,0.497394554,0.721967291,56.11199753,3.471766493,167.44,74.5752,4.5724,12.15705181,226.4314839,18.62552595
3,22,Pot 41,Cryptocarya triplinervis,Ct,Minus P,Light demanding,Canopy,41.05326926,50.35454596,4.06699792,0.100990064,6.252377026,28.99523256,12.9,7.61,0.495,1000,0.107,0.127,0.73419364,0.408310185,23.33333333,0.402654867,51.19722747,127.1491583,34.27849928,0.988455988,1.754964125,50.60620609,0.801865087,0.983540485,79.43785476,1.972569004,251.9667692,148.6408615,9.668492308,7.350577608,254.9094468,34.67883212
3,22,Pot 42,Flindersia bourjotiana,Fb,Control,Light demanding,Canopy,41.14550155,56.55041597,4.447689759,0.993068787,6.564905192,28.45162791,12.6,8.06,0.626,1000,0.095,0.122,0.738497511,0.503831019,52.83333333,0.401442308,93.95535152,234.0444684,10.83433134,0.744510978,1.017943409,69.95079065,0.437926109,0.601886056,47.33833344,10.56958194,134.1062515,85.78542754,6.662739162,12.37789831,180.1266273,14.55227882
