source,citation,response,site,exp,latitude,longitude,elevation,mat,map,ecosystem_type,experiment_type,species,growth_form,treatment,npk,n_c,n_t,n_units,p_c,p_t,p_units,duration,aggregation,x_c,x_t,x_units,sd_c,sd_t,se_c,se_t,rep_c,rep_t,doi
nutnet,cleland_et_al_2019,agb,cdpt.us,cleland2019_cdpt.us_fnp,41.2,-101.63,965,NA,445,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,244.2,532.1,g_m2,106.2,93.3,61.3,53.9,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,cdpt.us,cleland2019_cdpt.us_fnp,41.2,-101.63,965,NA,445,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,244.2,277.5,g_m2,106.2,76.7,61.3,44.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,cdpt.us,cleland2019_cdpt.us_fnp,41.2,-101.63,965,NA,445,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,244.2,465,g_m2,106.2,386,61.3,222.9,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,cowi.ca,cleland2019_cowi.ca_fnp,48.46,-123.38,50,9.8,764,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,758.4,1037.9,g_m2,156.6,223.6,90.4,129.1,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,cowi.ca,cleland2019_cowi.ca_fnp,48.46,-123.38,50,9.8,764,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,758.4,1158,g_m2,156.6,207.1,90.4,119.6,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,cowi.ca,cleland2019_cowi.ca_fnp,48.46,-123.38,50,9.8,764,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,758.4,1127,g_m2,156.6,186,90.4,107.4,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,elliot.us,cleland2019_elliot.us_fnp,32.88,-117.05,200,17.2,331,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,312.1,385.3,g_m2,135.2,245,78,141.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,elliot.us,cleland2019_elliot.us_fnp,32.88,-117.05,200,17.2,331,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,312.1,272.3,g_m2,135.2,102.7,78,59.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,elliot.us,cleland2019_elliot.us_fnp,32.88,-117.05,200,17.2,331,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,312.1,432,g_m2,135.2,50.2,78,29,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,frue.ch,cleland2019_frue.ch_fnp,47.11,8.54,995,6.5,1355,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,1126.3,1285.6,g_m2,130,196.3,75.1,113.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,frue.ch,cleland2019_frue.ch_fnp,47.11,8.54,995,6.5,1355,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,1126.3,1063.5,g_m2,130,8.8,75.1,5.1,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,frue.ch,cleland2019_frue.ch_fnp,47.11,8.54,995,6.5,1355,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,1126.3,1386.7,g_m2,130,276.7,75.1,159.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,gilb.za,cleland2019_gilb.za_fnp,-29.28,30.29,1748,13.1,926,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,221,410.8,g_m2,47.1,39,27.2,22.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,gilb.za,cleland2019_gilb.za_fnp,-29.28,30.29,1748,13.1,926,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,221,356.7,g_m2,47.1,62.9,27.2,36.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,gilb.za,cleland2019_gilb.za_fnp,-29.28,30.29,1748,13.1,926,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,221,518.3,g_m2,47.1,51.5,27.2,29.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hall.us,cleland2019_hall.us_fnp,36.87,-86.7,194,NA,1282,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,392.3,572.3,g_m2,216,305.7,124.7,176.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hall.us,cleland2019_hall.us_fnp,36.87,-86.7,194,NA,1282,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,392.3,773,g_m2,216,298.7,124.7,172.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hall.us,cleland2019_hall.us_fnp,36.87,-86.7,194,NA,1282,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,392.3,760.9,g_m2,216,765.7,124.7,442.1,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hart.us,cleland2019_hart.us_fnp,42.72,-119.5,1508,NA,272,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,46.3,112.5,g_m2,16.9,6.1,9.7,3.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hart.us,cleland2019_hart.us_fnp,42.72,-119.5,1508,NA,272,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,46.3,37,g_m2,16.9,7.8,9.7,4.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,hart.us,cleland2019_hart.us_fnp,42.72,-119.5,1508,NA,272,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,46.3,158,g_m2,16.9,104.2,9.7,60.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,konz.us,cleland2019_konz.us_fnp,39.07,-96.58,440,11.9,877,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,458.1,534.2,g_m2,141.7,76.8,81.8,44.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,konz.us,cleland2019_konz.us_fnp,39.07,-96.58,440,11.9,877,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,458.1,404.1,g_m2,141.7,77.6,81.8,44.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,konz.us,cleland2019_konz.us_fnp,39.07,-96.58,440,11.9,877,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,458.1,621,g_m2,141.7,167.8,81.8,96.9,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,lancaster.uk,cleland2019_lancaster.uk_fnp,53.99,-2.63,180,8,1322,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,94.8,248.6,g_m2,4.8,80.8,3.4,46.6,2,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,lancaster.uk,cleland2019_lancaster.uk_fnp,53.99,-2.63,180,8,1322,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,94.8,278,g_m2,4.8,28.5,3.4,16.5,2,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,lancaster.uk,cleland2019_lancaster.uk_fnp,53.99,-2.63,180,8,1322,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,94.8,266.4,g_m2,4.8,69.5,3.4,40.1,2,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,look.us,cleland2019_look.us_fnp,44.21,-122.13,1500,4.8,1898,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,42.7,122,g_m2,27.1,33.9,15.6,19.6,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,look.us,cleland2019_look.us_fnp,44.21,-122.13,1500,4.8,1898,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,42.7,143.1,g_m2,27.1,115.5,15.6,66.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,look.us,cleland2019_look.us_fnp,44.21,-122.13,1500,4.8,1898,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,42.7,54.8,g_m2,27.1,61.6,15.6,35.6,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,mtca.au,cleland2019_mtca.au_fnp,-31.78,117.61,285,17.3,330,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,172.1,137.8,g_m2,52.9,41.5,30.6,24,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,mtca.au,cleland2019_mtca.au_fnp,-31.78,117.61,285,17.3,330,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,172.1,197.3,g_m2,52.9,12.7,30.6,7.4,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,mtca.au,cleland2019_mtca.au_fnp,-31.78,117.61,285,17.3,330,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,172.1,209.5,g_m2,52.9,69,30.6,39.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sage.us,cleland2019_sage.us_fnp,39.43,-120.24,1920,5.7,882,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,145.4,109.6,g_m2,179.2,43.6,103.5,25.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sage.us,cleland2019_sage.us_fnp,39.43,-120.24,1920,5.7,882,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,145.4,286.7,g_m2,179.2,188.8,103.5,109,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sage.us,cleland2019_sage.us_fnp,39.43,-120.24,1920,5.7,882,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,145.4,154.2,g_m2,179.2,89.7,103.5,51.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,saline.us,cleland2019_saline.us_fnp,39.05,-99.1,440,11.8,607,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,269.9,262,g_m2,105.4,61.9,60.9,35.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,saline.us,cleland2019_saline.us_fnp,39.05,-99.1,440,11.8,607,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,269.9,454.2,g_m2,105.4,62.6,60.9,36.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,saline.us,cleland2019_saline.us_fnp,39.05,-99.1,440,11.8,607,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,269.9,445.4,g_m2,105.4,35,60.9,20.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sgs.us,cleland2019_sgs.us_fnp,40.82,-104.77,1650,8.4,365,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,87.5,74.7,g_m2,18.4,24.9,10.6,14.4,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sgs.us,cleland2019_sgs.us_fnp,40.82,-104.77,1650,8.4,365,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,87.5,86.7,g_m2,18.4,11.3,10.6,6.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sgs.us,cleland2019_sgs.us_fnp,40.82,-104.77,1650,8.4,365,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,87.5,97.4,g_m2,18.4,8.1,10.6,4.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,shps.us,cleland2019_shps.us_fnp,44.24,-112.2,910,5.5,262,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,182.1,107.7,g_m2,119.5,40.4,69,23.4,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,shps.us,cleland2019_shps.us_fnp,44.24,-112.2,910,5.5,262,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,182.1,132.1,g_m2,119.5,65.8,69,38,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,shps.us,cleland2019_shps.us_fnp,44.24,-112.2,910,5.5,262,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,182.1,310.8,g_m2,119.5,125.1,69,72.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sier.us,cleland2019_sier.us_fnp,39.24,-121.28,197,15.6,935,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,324.1,237.2,g_m2,111.9,149.2,64.6,86.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sier.us,cleland2019_sier.us_fnp,39.24,-121.28,197,15.6,935,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,324.1,333.4,g_m2,111.9,135.5,64.6,78.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,sier.us,cleland2019_sier.us_fnp,39.24,-121.28,197,15.6,935,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,324.1,342.3,g_m2,111.9,106.9,64.6,61.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,smith.us,cleland2019_smith.us_fnp,48.21,-122.62,62,9.8,597,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,325.6,338.4,g_m2,105.8,32.9,61.1,19,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,smith.us,cleland2019_smith.us_fnp,48.21,-122.62,62,9.8,597,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,325.6,403.1,g_m2,105.8,162,61.1,93.6,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,smith.us,cleland2019_smith.us_fnp,48.21,-122.62,62,9.8,597,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,325.6,531.8,g_m2,105.8,159.3,61.1,92,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,spin.us,cleland2019_spin.us_fnp,38.14,-84.5,271,12.5,1140,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,238.4,499.7,g_m2,115.8,298.4,66.9,172.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,spin.us,cleland2019_spin.us_fnp,38.14,-84.5,271,12.5,1140,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,238.4,348.8,g_m2,115.8,147.8,66.9,85.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,spin.us,cleland2019_spin.us_fnp,38.14,-84.5,271,12.5,1140,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,238.4,540.7,g_m2,115.8,100,66.9,57.7,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,summ.za,cleland2019_summ.za_fnp,-29.81,30.72,679,18.2,939,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,333.2,459.5,g_m2,69.5,117.5,40.1,67.9,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,summ.za,cleland2019_summ.za_fnp,-29.81,30.72,679,18.2,939,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,333.2,386.4,g_m2,69.5,135.7,40.1,78.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,summ.za,cleland2019_summ.za_fnp,-29.81,30.72,679,18.2,939,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,333.2,472.4,g_m2,69.5,110.8,40.1,64,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,trel.us,cleland2019_trel.us_fnp,40.08,-88.83,200,NA,982,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,1609,1336.8,g_m2,233,397,134.5,229.2,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,trel.us,cleland2019_trel.us_fnp,40.08,-88.83,200,NA,982,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,1609,1353.5,g_m2,233,218.7,134.5,126.3,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,trel.us,cleland2019_trel.us_fnp,40.08,-88.83,200,NA,982,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,1609,1843.7,g_m2,233,263,134.5,151.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,ukul.za,cleland2019_ukul.za_fnp,-29.67,30.4,843,NA,880,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,774.4,722.5,g_m2,204.2,352,83.4,203.2,6,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,ukul.za,cleland2019_ukul.za_fnp,-29.67,30.4,843,NA,880,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,774.4,1363.6,g_m2,204.2,330.2,83.4,190.6,6,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,ukul.za,cleland2019_ukul.za_fnp,-29.67,30.4,843,NA,880,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,774.4,1981.5,g_m2,204.2,485.5,83.4,280.3,6,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,unc.us,cleland2019_unc.us_fnp,36.01,-79.02,141,14.6,1163,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,317.1,403.3,g_m2,154.3,155,89.1,89.5,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,unc.us,cleland2019_unc.us_fnp,36.01,-79.02,141,14.6,1163,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,317.1,982.9,g_m2,154.3,527.9,89.1,304.8,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,unc.us,cleland2019_unc.us_fnp,36.01,-79.02,141,14.6,1163,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,317.1,796.1,g_m2,154.3,367.4,89.1,212.1,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,valm.ch,cleland2019_valm.ch_fnp,46.63,10.37,2320,0.3,1098,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,207.1,164.8,g_m2,73.8,37.4,42.6,21.6,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,valm.ch,cleland2019_valm.ch_fnp,46.63,10.37,2320,0.3,1098,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,207.1,178,g_m2,73.8,53.9,42.6,31.1,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,agb,valm.ch,cleland2019_valm.ch_fnp,46.63,10.37,2320,0.3,1098,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,207.1,197.9,g_m2,73.8,6.9,42.6,4,3,3,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,bgb,bldr.us,cleland2019_bldr.us_fnp,39.97,-105.23,1633,9.7,425,grassland,field,NA,NA,fnp,_100,0,10,g_m2,0,0,g_m2,,community,87.4,231.1,g_m2,83,229.4,58.7,162.2,2,2,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,bgb,bldr.us,cleland2019_bldr.us_fnp,39.97,-105.23,1633,9.7,425,grassland,field,NA,NA,fnp,_010,0,0,g_m2,0,10,g_m2,,community,87.4,157,g_m2,83,50.5,58.7,35.7,2,2,https://doi.org/10.1007/s10021-019-00350-4
nutnet,cleland_et_al_2019,bgb,bldr.us,cleland2019_bldr.us_fnp,39.97,-105.23,1633,9.7,425,grassland,field,NA,NA,fnp,_110,0,10,g_m2,0,10,g_m2,,community,87.4,124.9,g_m2,83,26.4,58.7,18.7,2,2,https://doi.org/10.1007/s10021-019-00350-4
