"source","citation","response","site","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","myc_nas","treatment","npk","fert","n_c","n_t","n_units","p_c","p_t","p_units","duration","aggregation","x_c","x_t","sd_c","sd_t","rep_c","rep_t","background_n_mgkg","myvar","logr","logr_var","logr_se","manip_type"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",120.043,55.388,11.125,7.32,9,9,0,"leaf_wue",-0.773487048136856,0.00289495241546236,0.0179349206715786,"n"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",84.329,53.598,14.981,3.471,9,9,0,"leaf_wue",-0.453214061392272,0.00397257411668015,0.0210094532074391,"n"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",20.803,88.23,11.833,27.489,9,9,0,"leaf_wue",1.44484983415777,0.0467352637711221,0.0720611343629854,"n"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",133.245,67.287,15.604,10.676,9,9,0,"leaf_wue",-0.683222485830976,0.00432092613444141,0.0219112506221535,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.576,0.797,0.047,0.16,9,9,0,"leaf_pnue",0.324747018094324,0.00521775585017914,0.0240780117538784,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.421,0.164,0.119,0.048,9,9,0,"leaf_pnue",-0.942766405858183,0.018395573249984,0.045210093821309,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.552,0.944,0.064,0.181,9,9,0,"leaf_pnue",0.536578119868405,0.00557841574965197,0.024896264221436,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.984,1.47,0.187,0.241,9,9,0,"leaf_pnue",0.401391782720529,0.00699928904761333,0.0278872512641197,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.571,1.074,0.401,0.056,9,9,0,"leaf_pnue",0.6317560654128,0.0551012569753526,0.0782455231061196,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.162,0.765,0.038,0.17,9,9,0,"leaf_pnue",1.55227949859415,0.0116005351487747,0.0359019268266184,"n"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.361,0.4,0.064,0.078,9,9,0,"leaf_pnue",0.102586588775101,0.00771723157519595,0.0292825916718751,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",41.768,49.848,0.515,8.957,9,9,0,"leaf_ppue",0.17684787913367,0.00360435292221215,0.020012087797718,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",40.278,39.542,8.031,5.046,9,9,0,"leaf_ppue",-0.0184420160319806,0.00622674176929952,0.0263032354775764,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",22.839,13.177,3.745,3.227,9,9,0,"leaf_ppue",-0.54999671542907,0.00965129923552111,0.0327470087446864,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",39.826,74.709,6.697,16.391,9,9,0,"leaf_ppue",0.629080601472635,0.00849022821849106,0.0307141448024107,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",47.837,79.647,5.056,13.922,9,9,0,"leaf_ppue",0.509804972217312,0.00463606594502814,0.0226962207941424,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",37.059,59.669,31.674,2.725,9,9,0,"leaf_ppue",0.476301385330485,0.0813980682652417,0.0951011556567484,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",8.065,32.173,1.509,14.704,9,9,0,"leaf_ppue",1.38359387991084,0.0270982081298626,0.0548717779412075,"n"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",21.92,29.6,1.482,4.726,9,9,0,"leaf_ppue",0.3003748992502,0.00334033878178297,0.0192652213465468,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.305,0.314,0.03,0.009,9,9,0,"leaf_structural_p",0.0290812093008418,0.0011662614377017,0.0113835233644543,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.319,0.201,0.042,0.07,9,9,0,"leaf_structural_p",-0.461886194725769,0.0154020957712999,0.0413683934252816,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.316,0.36,0.025,0.017,9,9,0,"leaf_structural_p",0.130361817863243,0.00094321680558825,0.0102372783144537,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.442,0.485,0.067,0.011,9,9,0,"leaf_structural_p",0.092839008859785,0.00261022470735007,0.0170301194207011,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.323,0.303,0.019,0.043,9,9,0,"leaf_structural_p",-0.0639195177132875,0.00262220503762284,0.0170691568418427,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.418,0.395,0.078,0.113,9,9,0,"leaf_structural_p",-0.0565956676236343,0.0129622311335647,0.0379505981998889,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.326,0.352,0.046,0.086,9,9,0,"leaf_structural_p",0.0767337942313894,0.00884464398746946,0.0313486558057908,"n"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.357,0.414,0.066,0.028,9,9,0,"leaf_structural_p",0.148130192045675,0.00430584218500463,0.0218729721218896,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.32,0.393,0.015,0.047,9,9,0,"leaf_metabolic_p",0.205488616075489,0.00183330238353806,0.0142723601705381,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.201,0.355,0.034,0.076,9,9,0,"leaf_metabolic_p",0.56881288141634,0.00827170325503316,0.030316301546332,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.129,0.173,0.066,0.058,9,9,0,"leaf_metabolic_p",0.293479190136107,0.0415736067015756,0.067965356127283,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.177,0.174,0.057,0.02,9,9,0,"leaf_metabolic_p",-0.0170944333593002,0.0129908462855235,0.0379924645825743,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.267,0.371,0.038,0.124,9,9,0,"leaf_metabolic_p",0.328953404207185,0.0146629421663697,0.0403635453876799,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.182,0.238,0.053,0.128,9,9,0,"leaf_metabolic_p",0.268263986594679,0.0415608522095461,0.0679549296793643,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.193,0.219,0.062,0.068,9,9,0,"leaf_metabolic_p",0.126381540911615,0.0221787854539943,0.0496418119621782,"n"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.18,0.179,0.042,0.036,9,9,0,"leaf_metabolic_p",-0.00557104504945536,0.0105436244688037,0.0342273842101186,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.294,0.264,0.009,0.027,9,9,0,"leaf_nucleic_p",-0.107630664192365,0.00126631336461048,0.011861765676185,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.343,0.303,0.01,0.086,9,9,0,"leaf_nucleic_p",-0.123997641656571,0.00904539298664742,0.0317024236484066,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.319,0.319,0.059,0.033,9,9,0,"leaf_nucleic_p",0,0.00498990554119729,0.0235464211510353,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.242,0.237,0.025,0.014,9,9,0,"leaf_nucleic_p",-0.0208775850215553,0.00157350605780969,0.0132224810993738,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.284,0.224,0.015,0.05,9,9,0,"leaf_nucleic_p",-0.237328186306166,0.0058460269357032,0.025486438519563,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.263,0.259,0.043,0.018,9,9,0,"leaf_nucleic_p",-0.0153259704782268,0.00350684555495211,0.0197395416893552,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.376,0.33,0.021,0.03,9,9,0,"leaf_nucleic_p",-0.130496488929369,0.00126486712675959,0.0118549901671059,"n"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.309,0.27,0.017,0.009,9,9,0,"leaf_nucleic_p",-0.134919317899371,0.000459765700913154,0.00714738258939868,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.139,0.124,0.019,0.028,9,9,0,"leaf_residual_p",-0.114192367525655,0.00774143185545141,0.0293284690198816,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.22,0.149,0.072,0.007,9,9,0,"leaf_residual_p",-0.389681240406902,0.0121460606449407,0.036736389233052,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.116,0.111,0.027,0.008,9,9,0,"leaf_residual_p",-0.0440599897940305,0.00659677323090141,0.0270735074091535,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.123,0.103,0.009,0.036,9,9,0,"leaf_residual_p",-0.177455367142782,0.0141682650891465,0.0396768405568266,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.113,0.103,0.018,0.012,9,9,0,"leaf_residual_p",-0.0926588304827048,0.00432748151475967,0.0219278653639095,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.113,0.074,0.006,0.024,9,9,0,"leaf_residual_p",-0.423322725508171,0.0120006217120639,0.0365157830595422,"n"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",10,"species",0.148,0.139,0.022,0.011,9,9,0,"leaf_residual_p",-0.0627383406334231,0.00315100406130052,0.0187112683259774,"n"
"eap","wang2018","leaf_n_mass","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",1.114,1.482,0.246,0.356,5,5,63.9,"leaf_n_mass",0.285435385368803,0.0212935495210579,0.0652587917771359,"n"
"eap","wang2018","leaf_n_mass","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",2.094,2.29,0.383,0.192,5,5,63.9,"leaf_n_mass",0.0894757051178033,0.00809666338971751,0.0402409328662185,"n"
"eap","wang2018","anet","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",6.91,5.112,1.382,1.759,5,5,63.9,"asat",-0.301378920704345,0.0316799065563613,0.0795988775754549,"n"
"eap","wang2018","anet","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",8.146,8.427,2.01,1.382,5,5,63.9,"asat",0.0339138275639953,0.0175557855705149,0.0592550176280708,"n"
"eap","wang2018","gsw","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",0.058,0.048,0.008,0.011,5,5,63.9,"gsw",-0.189241999638528,0.014308466276919,0.0534947965262398,"n"
"eap","wang2018","gsw","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",0.099,0.091,0.024,0.027,5,5,63.9,"gsw",-0.08426034361774,0.0293604719179145,0.0766295920880628,"n"
"eap","wang2018","leaf_wue","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",119.196,110.491,13.476,44.921,5,5,63.9,"leaf_wue",-0.0758351273442782,0.0356142804948916,0.0843970147515794,"n"
"eap","wang2018","leaf_wue","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",81.027,98.437,7.487,8.984,5,5,63.9,"leaf_wue",0.194634317179414,0.00337351462037983,0.0259750442555151,"n"
"eap","wang2018","vcmax","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",51.02,37.959,9.127,14.603,5,5,63.9,"vcmax",-0.295711082838429,0.0359998896844793,0.0848526837341981,"n"
"eap","wang2018","vcmax","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",53.469,66.939,17.341,18.254,5,5,63.9,"vcmax",0.224679710210652,0.0359091578404406,0.0847456876076188,"n"
"eap","wang2018","jmax","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",109.89,78.388,16.381,40.954,5,5,63.9,"jmax",-0.337809011042025,0.0590355143846449,0.108660493634665,"n"
"eap","wang2018","jmax","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",8,"species",92.308,110.623,55.697,21.296,5,5,63.9,"jmax",0.180997212426287,0.0802260016300659,0.12666965037456,"n"
"eap","yu2015","agb","ewenke","ewenke_fnp",48.5,119.7,709,10.98571434,47.85714286,877.1111111,0.339985714,"grassland","field",NA,NA,NA,NA,NA,NA,NA,NA,"_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",3,"community",171.9,451.5,30.4,101.5,6,6,73.1,"agb",0.965662460468237,0.0136354485174672,0.0476715297941151,"n"
"eap","ye2022b","amax","julianshan2","julianshan2_fnp",24.49,114.38,624,18.12499976,150.25,680.4178241,1.488016667,"forest","field","schima_superba","theaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",1.51,3.03,0.56,0.28,3,3,56.9,"asat",0.696452968694445,0.0486924316988146,0.1274001984546,"n"
"eap","ye2022b","leaf_wue","julianshan2","julianshan2_fnp",24.49,114.38,624,18.12499976,150.25,680.4178241,1.488016667,"forest","field","schima_superba","theaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",3.78,5.54,4.06,1.75,3,3,56.9,"leaf_wue",0.382270491127696,0.417806039704475,0.373187191502457,"n"
"eap","ye2022b","vcmax","julianshan2","julianshan2_fnp",24.49,114.38,624,18.12499976,150.25,680.4178241,1.488016667,"forest","field","schima_superba","theaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_100","n",0,10,"g_m2",0,0,"g_m2",4,"species",25,27.5,8.04,3.09,3,3,56.9,"vcmax",0.0953101798043249,0.0386840489256198,0.113554757607097,"n"
