"source","citation","response","site","exp","latitude","longitude","elevation","gs_mat","gs_map","gs_par","gs_ai","ecosystem_type","experiment_type","species","family","growth_form","growth_duration","photo_path","n_fixer","myc_assoc","myc_nas","treatment","npk","fert","n_c","n_t","n_units","p_c","p_t","p_units","duration","aggregation","x_c","x_t","sd_c","sd_t","rep_c","rep_t","background_n_mgkg","myvar","logr","logr_var","logr_se","manip_type"
"eap","yu2022","leaf_wue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",133.245,133.777,15.604,64.523,9,9,0,"leaf_wue",0.00398469567238345,0.0273716046765331,0.0551478867093172,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.576,0.88,0.047,0.087,9,9,0,"leaf_pnue",0.423814246776361,0.00182579169660267,0.0142430946099141,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.421,0.518,0.119,0.051,9,9,0,"leaf_pnue",0.207342408577102,0.00995448538441774,0.0332573891278611,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.552,0.574,0.064,0.182,9,9,0,"leaf_pnue",0.0390813500424709,0.0126642166314594,0.0375118005602673,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.984,1.547,0.187,0.282,9,9,0,"leaf_pnue",0.452446953520813,0.00770494145558338,0.0292592653047873,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.571,0.8,0.401,0.114,9,9,0,"leaf_pnue",0.337222518011917,0.0570554248822319,0.0796209247219682,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.162,0.552,0.038,0.068,9,9,0,"leaf_pnue",1.22595171104471,0.00779972040138015,0.0294386752445376,"p"
"eap","yu2022","leaf_pnue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.361,0.284,0.064,0.048,9,9,0,"leaf_pnue",-0.239903720171675,0.00666620499316857,0.0272156102941932,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",41.768,30.505,0.515,2.116,9,9,0,"leaf_ppue",-0.314239891504436,0.000551514053490863,0.00782811211447323,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",40.278,57.271,8.031,16.541,9,9,0,"leaf_ppue",0.351988973217596,0.0136858844713165,0.0389955616724042,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",22.839,14.167,3.745,1.689,9,9,0,"leaf_ppue",-0.477554284594971,0.00456678026334357,0.0225259856445927,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",39.826,24.913,6.697,8.806,9,9,0,"leaf_ppue",-0.469130209753114,0.017024188503299,0.0434922579359426,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",47.837,47.997,5.056,14.029,9,9,0,"leaf_ppue",0.00333911030870199,0.0107337521985749,0.0345346077605492,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",37.059,36.066,31.674,5.449,9,9,0,"leaf_ppue",-0.0271606439377063,0.0837026005867942,0.0964380057554502,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",8.065,16.324,1.509,5.185,9,9,0,"leaf_ppue",0.705102705966387,0.0150997022113792,0.0409602818612524,"p"
"eap","yu2022","leaf_ppue","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",21.92,12.28,1.482,3.899,9,9,0,"leaf_ppue",-0.579427539360819,0.011709162676204,0.0360696281535279,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.305,0.188,0.03,0.061,9,9,0,"leaf_structural_p",-0.483869813777462,0.0127727063166394,0.0376721328137618,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.319,0.297,0.042,0.036,9,9,0,"leaf_structural_p",-0.071458963982145,0.00355856818221247,0.0198845785645629,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.316,0.334,0.025,0.013,9,9,0,"leaf_structural_p",0.0553987793897884,0.000863771909126522,0.00979666558424925,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.442,0.421,0.067,0.007,9,9,0,"leaf_structural_p",-0.0486770483953168,0.00258378677738224,0.0169436542607885,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.323,0.261,0.019,0.037,9,9,0,"leaf_structural_p",-0.213131915899963,0.00261742227110283,0.0170535831070542,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.418,0.413,0.078,0.019,9,9,0,"leaf_structural_p",-0.0120338395637236,0.00410411965998149,0.0213544678124625,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.326,0.354,0.046,0.08,9,9,0,"leaf_structural_p",0.0823995317670668,0.00788681274481417,0.0296025763608773,"p"
"eap","yu2022","leaf_structural_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.357,0.446,0.066,0.083,9,9,0,"leaf_structural_p",0.222583170240425,0.0076456762797297,0.0291465192885297,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.32,0.469,0.015,0.05,9,9,0,"leaf_metabolic_p",0.382281772652507,0.00150699075651321,0.012939992943984,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.201,0.288,0.034,0.036,9,9,0,"leaf_metabolic_p",0.35965557207687,0.00491535034886375,0.0233698532037032,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.129,0.259,0.066,0.052,9,9,0,"leaf_metabolic_p",0.697015657337866,0.0335636213111463,0.061067923305071,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.177,0.272,0.057,0.06,9,9,0,"leaf_metabolic_p",0.429652333722168,0.0169294445786381,0.0433710663648757,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.267,0.383,0.038,0.02,9,9,0,"leaf_metabolic_p",0.360786330780396,0.00255360410037733,0.0168443993342242,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.182,0.233,0.053,0.036,9,9,0,"leaf_metabolic_p",0.247031766488905,0.0120749777099018,0.0366287344852247,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.193,0.269,0.062,0.038,9,9,0,"leaf_metabolic_p",0.332021190696954,0.0136836557959868,0.0389923864306109,"p"
"eap","yu2022","leaf_metabolic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.18,0.238,0.042,0.018,9,9,0,"leaf_metabolic_p",0.279313822781264,0.00668493105303124,0.0272538092200608,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","blastus_cochinchinensis","melastomataceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.294,0.298,0.009,0.01,9,9,0,"leaf_nucleic_p",0.0135137191667229,0.00022924277107795,0.00504692173593578,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.343,0.308,0.01,0.009,9,9,0,"leaf_nucleic_p",-0.107630664192366,0.000189315545944548,0.00458639953127781,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.319,0.308,0.059,0.042,9,9,0,"leaf_nucleic_p",-0.0350913198112702,0.00586696060158389,0.0255320291259253,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.242,0.229,0.025,0.033,9,9,0,"leaf_nucleic_p",-0.0552157226024467,0.00349314218110722,0.0197009367546803,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.284,0.253,0.015,0.042,9,9,0,"leaf_nucleic_p",-0.115584749433686,0.00337202773809001,0.0193563878003275,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.263,0.252,0.043,0.037,9,9,0,"leaf_nucleic_p",-0.0427249446663413,0.00536548060928286,0.0244164803389543,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.376,0.315,0.021,0.045,9,9,0,"leaf_nucleic_p",-0.177016504564261,0.00261416717735834,0.017042975670536,"p"
"eap","yu2022","leaf_nucleic_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.309,0.243,0.017,0.076,9,9,0,"leaf_nucleic_p",-0.240279833557197,0.0112048719309556,0.0352843558833965,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","gironniera_subaequalis","cannabaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.139,0.11,0.019,0.01,9,9,0,"leaf_residual_p",-0.233993567338276,0.0029943106576633,0.0182400982504155,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","calamus_tetradactyloides","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.22,0.107,0.072,0.014,9,9,0,"leaf_residual_p",-0.720798711890455,0.0138029818989649,0.0391620307880036,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","cryptocarya_chinensis","lauraceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.116,0.083,0.027,0.023,9,9,0,"leaf_residual_p",-0.334749583309767,0.0145517399502647,0.0402101976428101,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","psychotria_asiatica","rubiaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.123,0.094,0.009,0.013,9,9,0,"leaf_residual_p",-0.268889573102414,0.00272002860805253,0.0173846311693612,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","nephelium_lappaceum","sapindaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.113,0.101,0.018,0.008,9,9,0,"leaf_residual_p",-0.112267301871081,0.00351642747305725,0.0197664909296776,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","ampelocalamus_actinotrichus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.113,0.058,0.006,0.009,9,9,0,"leaf_residual_p",-0.666944808165921,0.0029886451180582,0.0182228340217499,"p"
"eap","yu2022","leaf_residual_p","secondary","secondary_fnp",18.74166667,108.8583333,845,20.93333348,123.9166667,833.3321759,1.0339,"forest","field","rhapis_excelsa","arecaceae","tree","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,10,"g_m2",10,"species",0.148,0.07,0.022,0.004,9,9,0,"leaf_residual_p",-0.748717031714756,0.00281796965194649,0.017694850638114,"p"
"eap","wang2018","leaf_n_mass","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,5,"g_m2",8,"species",1.114,1.004,0.246,0.11,5,5,63.9,"leaf_n_mass",-0.103965120235555,0.0121535669950099,0.0493022656578982,"p"
"eap","wang2018","leaf_n_mass","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","gentiana_straminea","gentianaceae","forb","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,5,"g_m2",8,"species",2.094,2.229,0.383,0.164,5,5,63.9,"leaf_n_mass",0.0624769419553869,0.00777341416244049,0.0394294665508944,"p"
"eap","wang2018","anet","haibeiAMERS","haibeiAMERS_fnp",37.617,101.2,3157,6.228571296,63.42857143,929.5902778,0.516685714,"tundra","field","elymus_dahuricus","poaceae","graminoid","perennial","c3","no","AM","scavenging","_fnp","_010","p",0,0,"g_m2",0,5,"g_m2",8,"species",6.91,12.022,1.382,3.266,5,5,63.9,"asat",0.553768666837392,0.0227607664659376,0.0674696471992223,"p"
